list_name,name,label,zone_sante,province
aire_sante,lume,Lume,mutwanga,nord_kivu
aire_sante,bulongo,Bulongo,mutwanga,nord_kivu
aire_sante,kikingi,Kikingi,mutwanga,nord_kivu
aire_sante,kabalwa,Kabalwa,mutwanga,nord_kivu
aire_sante,kangahuka,Kangahuka,mutwanga,nord_kivu
aire_sante,nzenga,Nzenga,mutwanga,nord_kivu
aire_sante,masambo,Masambo,mutwanga,nord_kivu
aire_sante,kasanga,Kasanga,mutwanga,nord_kivu
aire_sante,kisima,Kisima,mutwanga,nord_kivu
aire_sante,manzanga,Manzanga,mutwanga,nord_kivu
aire_sante,kenehambaore,Kenehambaore,mutwanga,nord_kivu
aire_sante,kikura,Kikura,mutwanga,nord_kivu
aire_sante,rugetsi,Rugetsi,mutwanga,nord_kivu
aire_sante,kudi_iii,Kudi III,mutwanga,nord_kivu
aire_sante,kalembo,Kalembo,mutwanga,nord_kivu
aire_sante,loulo,Loulo,mutwanga,nord_kivu
aire_sante,lubiriha,Lubiriha,mutwanga,nord_kivu
aire_sante,kitokoli,Kitokoli,mutwanga,nord_kivu
aire_sante,kithevya,Kithevya,oicha,nord_kivu
aire_sante,mbutaba,Mbutaba,oicha,nord_kivu
aire_sante,maleki,Maleki,oicha,nord_kivu
aire_sante,mavivi,Mavivi,oicha,nord_kivu
aire_sante,bunzumu,Bunzumu,oicha,nord_kivu
aire_sante,liva,Liva,oicha,nord_kivu
aire_sante,luanoli,Luanoli,oicha,nord_kivu
aire_sante,oicha,Oicha,oicha,nord_kivu
aire_sante,kamango,Kamango,oicha,nord_kivu
aire_sante,kainama,Kainama,oicha,nord_kivu
aire_sante,eringeti,Eringeti,oicha,nord_kivu
aire_sante,samboko,Samboko,oicha,nord_kivu
aire_sante,mambabio,Mambabio,oicha,nord_kivu
aire_sante,totolito,Totolito,oicha,nord_kivu
aire_sante,kakutama,Kakutama,oicha,nord_kivu
aire_sante,mamove,Mamove,oicha,nord_kivu
aire_sante,mbau,Mbau,oicha,nord_kivu
aire_sante,mambau,Mambau,oicha,nord_kivu
aire_sante,pasala,Pasala,oicha,nord_kivu
aire_sante,mabasele,Mabasele,oicha,nord_kivu
aire_sante,mambabeka,Mambabeka,oicha,nord_kivu
aire_sante,kokola,Kokola,oicha,nord_kivu
aire_sante,apetina,Apetina,oicha,nord_kivu
aire_sante,bayeti,Bayeti,oicha,nord_kivu
aire_sante,tenambo,Tenambo,oicha,nord_kivu
aire_sante,kahondo,Kahondo,oicha,nord_kivu
aire_sante,musuku,Musuku,oicha,nord_kivu
aire_sante,pakanza,Pakanza,oicha,nord_kivu
aire_sante,biruma,Biruma ,rutshuru,nord_kivu
aire_sante,buturande,Buturande ,rutshuru,nord_kivu
aire_sante,kakomero,Kakomero ,rutshuru,nord_kivu
aire_sante,kalengera,Kalengera ,rutshuru,nord_kivu
aire_sante,katale,Katale,rutshuru,nord_kivu
aire_sante,kibututu,Kibututu ,rutshuru,nord_kivu
aire_sante,as_katoro,AS Katoro ,rutshuru,nord_kivu
aire_sante,kinyandonyi,Kinyandonyi ,rutshuru,nord_kivu
aire_sante,kiwanja,Kiwanja ,rutshuru,nord_kivu
aire_sante,mabungo,Mabungo ,rutshuru,nord_kivu
aire_sante,mapendo,Mapendo ,rutshuru,nord_kivu
aire_sante,murambi,Murambi ,rutshuru,nord_kivu
aire_sante,rubare,Rubare ,rutshuru,nord_kivu
aire_sante,rugari,Rugari ,rutshuru,nord_kivu
aire_sante,rutshuru,Rutshuru ,rutshuru,nord_kivu
aire_sante,umoja,Umoja ,rutshuru,nord_kivu
aire_sante,kamandi_gite,Kamandi gite,kayina,nord_kivu
aire_sante,luofu,Luofu ,kayina,nord_kivu
aire_sante,mighobwe,Mighobwe ,kayina,nord_kivu
aire_sante,kikuvo,Kikuvo,kayina,nord_kivu
aire_sante,rubaya,Rubaya,katoyi,nord_kivu
aire_sante,katovu,Katovu,katoyi,nord_kivu
aire_sante,kinigi,Kinigi,katoyi,nord_kivu
aire_sante,bukumbiriri,Bukumbiriri,katoyi,nord_kivu
aire_sante,katoyi,Katoyi,katoyi,nord_kivu
aire_sante,kikoma,Kikoma,katoyi,nord_kivu
aire_sante,kikabi,Kibabi,katoyi,nord_kivu
aire_sante,misau,Misau,kibua,nord_kivu
aire_sante,kibua,Kibua,kibua,nord_kivu
aire_sante,kashebere,Kashebere,kibua,nord_kivu
aire_sante,machumbi,Machumbi,kibua,nord_kivu
aire_sante,kibati,Kibati,kibua,nord_kivu
aire_sante,karambi,Karambi,kibua,nord_kivu
aire_sante,kishanga,Kishanga,kibua,nord_kivu
aire_sante,kasuka,Kasuka,kibua,nord_kivu
aire_sante,lubonga,Lubonga,kibua,nord_kivu
aire_sante,limangi,Limangi,kibua,nord_kivu
aire_sante,nkimba,Nkimba,kibua,nord_kivu
aire_sante,robe,Robe,kibua,nord_kivu
aire_sante,byungu,Byungu,kibua,nord_kivu
aire_sante,katwa,Katwa,kibua,nord_kivu
aire_sante,ntoto,Ntoto,kibua,nord_kivu
aire_sante,langira,Langira,kibua,nord_kivu
aire_sante,kimua,Kimua,kibua,nord_kivu
aire_sante,ngenge,Ngenge,kibua,nord_kivu
aire_sante,kabizo,Kabizo,bambo,nord_kivu
aire_sante,mushababwe,Mushababwe,bambo,nord_kivu
aire_sante,kamena,Kamena,bambo,nord_kivu
aire_sante,rushovu,Rushovu,bambo,nord_kivu
aire_sante,tongo,Tongo,bambo,nord_kivu
aire_sante,marangara,Marangara,bambo,nord_kivu
aire_sante,kirumba,Kirumba,bambo,nord_kivu
aire_sante,kishishe,Kishishe,bambo,nord_kivu
aire_sante,faraja,Faraja,bambo,nord_kivu
aire_sante,cbce_bambo,CBCE Bambo,bambo,nord_kivu
aire_sante,hopital_general_bambo,Hopital Général Bambo,bambo,nord_kivu
aire_sante,adventiste,Adventiste,bunia,ituri
aire_sante,bankoko,Bankoko,bunia,ituri
aire_sante,nzere,Nzere,bunia,ituri
aire_sante,bora_uzima,Bora Uzima,bunia,ituri
aire_sante,bunia_cité,Bunia Cité,bunia,ituri
aire_sante,central_soleniama,Central soleniama,bunia,ituri
aire_sante,cnca_saio,Cnca Saio,bunia,ituri
aire_sante,lembabo,Lembabo,bunia,ituri
aire_sante,mudzi_maria,Mudzi-Maria,bunia,ituri
aire_sante,muhito,Muhito,bunia,ituri
aire_sante,ngezi,Ngezi ,bunia,ituri
aire_sante,rwankole,Rwankole,bunia,ituri
aire_sante,bigo,Bigo,bunia,ituri
aire_sante,nyakasanza,Nyakasanza,bunia,ituri
aire_sante,simbiliabo,Simbiliabo,bunia,ituri
aire_sante,blukwa_lat,Blukwa Lat,drodro,ituri
aire_sante,blukwa_mb,Blukwa Mb,drodro,ituri
aire_sante,dhedja,Dhedja,drodro,ituri
aire_sante,hgr_drodro,Hgr Drodro,drodro,ituri
aire_sante,kpalo,Kpalo,drodro,ituri
aire_sante,kpanga,Kpanga,drodro,ituri
aire_sante,logo,Logo,drodro,ituri
aire_sante,lomi,Lomi,drodro,ituri
aire_sante,masumbuku,Masumbuku,drodro,ituri
aire_sante,maze,Maze,drodro,ituri
aire_sante,mulinga,Mulinga,drodro,ituri
aire_sante,nyaudii,Nyaudii,drodro,ituri
aire_sante,retso,Retso,drodro,ituri
aire_sante,saliboko,Saliboko,drodro,ituri
aire_sante,tchatchikpa,Tchatchikpa ,drodro,ituri
aire_sante,utcha,Utcha,drodro,ituri
aire_sante,bukachele,Bukachele,fataki,ituri
aire_sante,bule,Bule,fataki,ituri
aire_sante,dhendro,Dhendro,fataki,ituri
aire_sante,djugu,Djugu,fataki,ituri
aire_sante,duvire,Duvire,fataki,ituri
aire_sante,fataki,Fataki,fataki,ituri
aire_sante,jina,Jina,fataki,ituri
aire_sante,lenga,Lenga,fataki,ituri
aire_sante,ndjale,Ndjale,fataki,ituri
aire_sante,ngolo,Ngolo,fataki,ituri
aire_sante,salama,Salama,fataki,ituri
aire_sante,pimbo,Pimbo,fataki,ituri
aire_sante,sumbuso,Sumbuso,fataki,ituri
aire_sante,avera,Avera,gethy,ituri
aire_sante,bilima,Bilima,gethy,ituri
aire_sante,bukiringi,Bukiringi,gethy,ituri
aire_sante,gethy,Gethy,gethy,ituri
aire_sante,isura,Isura,gethy,ituri
aire_sante,kagoro,Kagoro ,gethy,ituri
aire_sante,kagaba,Kagaba,gethy,ituri
aire_sante,kinyomubaya,Kinyomubaya,gethy,ituri
aire_sante,maga,Maga,gethy,ituri
aire_sante,nombe,Nombe,gethy,ituri
aire_sante,olongbwa,Olongbwa,gethy,ituri
aire_sante,singo,Singo,gethy,ituri
aire_sante,soke,Soke,gethy,ituri
aire_sante,songolo,Songolo,gethy,ituri
aire_sante,tchekele,Tchekele,gethy,ituri
aire_sante,zitono,Zitono,gethy,ituri
aire_sante,bassani,Bassani,jiba,ituri
aire_sante,dadaru,Dadaru,jiba,ituri
aire_sante,dhendo,Dhendo,jiba,ituri
aire_sante,djokaba,Djokaba,jiba,ituri
aire_sante,gokpa,Gokpa,jiba,ituri
aire_sante,jiba,Jiba,jiba,ituri
aire_sante,krido,Krido,jiba,ituri
aire_sante,ladyi,Ladyi,jiba,ituri
aire_sante,laudjo,Laudjo,jiba,ituri
aire_sante,malo,Malo,jiba,ituri
aire_sante,ngadjoka,Ngadjoka,jiba,ituri
aire_sante,okareba,Okareba,jiba,ituri
aire_sante,petro,Petro,jiba,ituri
aire_sante,bamande,Bamande,komanda,ituri
aire_sante,bwana_sura,Bwana Sura,komanda,ituri
aire_sante,hero_caritas,Hero/Caritas,komanda,ituri
aire_sante,dou,Dou,komanda,ituri
aire_sante,katabei,Katabei,komanda,ituri
aire_sante,komanda,Komanda,komanda,ituri
aire_sante,luna,Luna,komanda,ituri
aire_sante,mangiva,Mangiva,komanda,ituri
aire_sante,ndallia,Ndallia,komanda,ituri
aire_sante,masekunde,Masekunde,komanda,ituri
aire_sante,ofay,Ofay,komanda,ituri
aire_sante,bahwere,Bahwere,lita,ituri
aire_sante,katoto,Katoto,lita,ituri
aire_sante,lita,Lita,lita,ituri
aire_sante,loga,Loga,lita,ituri
aire_sante,lonyo,Lonyo,lita,ituri
aire_sante,mandro,Mandro,lita,ituri
aire_sante,matumbi,Matumbi,lita,ituri
aire_sante,ndungbe,Ndungbe,lita,ituri
aire_sante,vilo,Vilo,lita,ituri
aire_sante,zumbe,Zumbe,lita,ituri
aire_sante,akokora,Akokora,mambasa,ituri
aire_sante,bakaeku_kinya,Bakaeku Kinya,mambasa,ituri
aire_sante,bakulani,Bakulani,mambasa,ituri
aire_sante,banana,Banana,mambasa,ituri
aire_sante,bandisende,Bandisende,mambasa,ituri
aire_sante,binase,Binase,mambasa,ituri
aire_sante,alambi,Alambi,mambasa,ituri
aire_sante,epulu,Epulu,mambasa,ituri
aire_sante,makoko_2,Makoko 2,mambasa,ituri
aire_sante,malembi,Malembi,mambasa,ituri
aire_sante,molokay,Molokay,mambasa,ituri
aire_sante,nduye,Nduye,mambasa,ituri
aire_sante,pede,Pede,mambasa,ituri
aire_sante,salate,Salate,mambasa,ituri
aire_sante,tobola,Tobola,mambasa,ituri
aire_sante,budhu,Budhu,mangala,ituri
aire_sante,dz_na,Dz‘Na,mangala,ituri
aire_sante,kpau,Kpau,mangala,ituri
aire_sante,likopi,Likopi,mangala,ituri
aire_sante,masikini,Masikini,mangala,ituri
aire_sante,ndjubu,Ndjubu,mangala,ituri
aire_sante,passion,Passion,mangala,ituri
aire_sante,paty,Paty,mangala,ituri
aire_sante,tchele,Tchele,mangala,ituri
aire_sante,tchomia,Tchomia,tchomia,ituri
aire_sante,gbii,Gbii,tchomia,ituri
aire_sante,hii,Hii,tchomia,ituri
aire_sante,joo,Joo,tchomia,ituri
aire_sante,kakwa,Kakwa,tchomia,ituri
aire_sante,kasenyi,Kasenyi,tchomia,ituri
aire_sante,nana,Nana,tchomia,ituri
aire_sante,ndrigi,Ndrigi,tchomia,ituri
aire_sante,nyamamba,Nyamamba,tchomia,ituri
aire_sante,nyamavi,Nyamavi,tchomia,ituri
aire_sante,sabe,Sabe,tchomia,ituri
aire_sante,autre,Autre,beni,
aire_sante,autre,Autre,birambizo,
aire_sante,autre,Autre,kirotshe,
aire_sante,autre,Autre,lubero,
aire_sante,autre,Autre,masisi,
aire_sante,autre,Autre,mweso,
aire_sante,autre,Autre,kayina,
aire_sante,autre,Autre,kibua,
aire_sante,autre,Autre,bambo,
aire_sante,autre,Autre,katoyi,
aire_sante,autre,Autre,mutwanga,
aire_sante,autre,Autre,oicha,
aire_sante,autre,Autre,pinga,
aire_sante,autre,Autre,rutshuru,
aire_sante,autre,Autre,bunia,
aire_sante,autre,Autre,drodro,
aire_sante,autre,Autre,fataki,
aire_sante,autre,Autre,gethy,
aire_sante,autre,Autre,jiba,
aire_sante,autre,Autre,komanda,
aire_sante,autre,Autre,lita,
aire_sante,autre,Autre,mambasa,
aire_sante,autre,Autre,mangala,
aire_sante,autre,Autre,tchomia,
aire_sante,autre,Autre,pweto,
aire_sante,autre,Autre,kilwa,
aire_sante,autre,Autre,mufunga_sampwe,
aire_sante,autre,Autre,autre,
