FID *,Shape *,admin2Name *,admin2Pcod,admin2RefN,admin1Pcod,admin0Name,admin0Pcod,LGA_Name,num_1_ans
295,Polygon,Igalamela-Odolu,NG023008,Igalamela-Odolu,NG023,Nigeria,NG,IGALAMELA-ODOLU,7
296,Polygon,Igbo-Etiti,NG014007,Igbo-Etiti,NG014,Nigeria,NG,IGBO-ETITI,4
297,Polygon,Igbo-Eze North,NG014008,Igbo-Eze North,NG014,Nigeria,NG,IGBO-EZE NORTH,4
298,Polygon,Igbo-Eze South,NG014009,Igbo-Eze South,NG014,Nigeria,NG,IGBO-EZE SOUTH,2
299,Polygon,Igueben,NG012010,Igueben,NG012,Nigeria,NG,IGUEBEN,4
300,Polygon,Ihiala,NG004012,Ihiala,NG004,Nigeria,NG,IHIALA,2
301,Polygon,Ihitte/Uboma,NG017007,Ihitte/Uboma,NG017,Nigeria,NG,IHITTE/UBOMA,1
302,Polygon,Ijebu East,NG028008,Ijebu East,NG028,Nigeria,NG,IJEBU EAST,2
303,Polygon,Ijebu North,NG028009,Ijebu North,NG028,Nigeria,NG,IJEBU NORTH,6
304,Polygon,Ijebu North East,NG028010,Ijebu North East,NG028,Nigeria,NG,IJEBU NORTH EAST,7
305,Polygon,Ijebu Ode,NG028011,Ijebu Ode,NG028,Nigeria,NG,IJEBU ODE,3
306,Polygon,Ijero,NG013009,Ijero,NG013,Nigeria,NG,IJERO,4
307,Polygon,Ijumu,NG023009,Ijumu,NG023,Nigeria,NG,IJUMU,8
308,Polygon,Ika,NG003011,Ika,NG003,Nigeria,NG,IKA,5
309,Polygon,Ika North East,NG010007,Ika North East,NG010,Nigeria,NG,IKA NORTH EAST,6
310,Polygon,Ika South,NG010008,Ika South,NG010,Nigeria,NG,IKA SOUTH,8
311,Polygon,Ikara,NG019005,Ikara,NG019,Nigeria,NG,IKARA,6
312,Polygon,Ikeduru,NG017008,Ikeduru,NG017,Nigeria,NG,IKEDURU,5
313,Polygon,Ikeja,NG025011,Ikeja,NG025,Nigeria,NG,IKEJA,1
314,Polygon,Ikenne,NG028012,Ikenne,NG028,Nigeria,NG,IKENNE,2
315,Polygon,Ikere,NG013010,Ikere,NG013,Nigeria,NG,IKERE,3
316,Polygon,Ikole,NG013011,Ikole,NG013,Nigeria,NG,IKOLE,8
317,Polygon,Ikom,NG009012,Ikom,NG009,Nigeria,NG,IKOM,7
318,Polygon,Ikono,NG003012,Ikono,NG003,Nigeria,NG,IKONO,1
319,Polygon,Ikorodu,NG025012,Ikorodu,NG025,Nigeria,NG,IKORODU,4
320,Polygon,Ikot Abasi,NG003013,Ikot Abasi,NG003,Nigeria,NG,IKOT ABASI,6
321,Polygon,Ikot Ekpene,NG003014,Ikot Ekpene,NG003,Nigeria,NG,IKOT EKPENE,1
322,Polygon,Ikpoba-Okha,NG012011,Ikpoba-Okha,NG012,Nigeria,NG,IKPOBA-OKHA,3
323,Polygon,Ikwerre,NG033013,Ikwerre,NG033,Nigeria,NG,IKWERRE,8
324,Polygon,Ikwo,NG011007,Ikwo,NG011,Nigeria,NG,IKWO,2
325,Polygon,Ikwuano,NG001005,Ikwuano,NG001,Nigeria,NG,IKWUANO,6
326,Polygon,Ila,NG030017,Ila,NG030,Nigeria,NG,ILA,8
327,Polygon,Ilaje,NG029010,Ilaje,NG029,Nigeria,NG,ILAJE,1
328,Polygon,Ile-Oluji-Okeigbo,NG029011,Ile-Oluji-Okeigbo,NG029,Nigeria,NG,ILE-OLUJI-OKEIGBO,5
329,Polygon,Ilejemeji,NG013012,Ilejemeji,NG013,Nigeria,NG,ILEJEMEJI,7
330,Polygon,Ilesha East,NG030018,Ilesha East,NG030,Nigeria,NG,ILESHA EAST,2
331,Polygon,Ilesha West,NG030019,Ilesha West,NG030,Nigeria,NG,ILESHA WEST,1
332,Polygon,Illela,NG034008,Illela,NG034,Nigeria,NG,ILLELA,2
333,Polygon,Ilorin East,NG024006,Ilorin East,NG024,Nigeria,NG,ILORIN EAST,3
334,Polygon,Ilorin South,NG024007,Ilorin South,NG024,Nigeria,NG,ILORIN SOUTH,8
335,Polygon,Ilorin West,NG024008,Ilorin West,NG024,Nigeria,NG,ILORIN WEST,4
336,Polygon,Imeko-Afon,NG028013,Imeko-Afon,NG028,Nigeria,NG,IMEKO-AFON,7
337,Polygon,Ingawa,NG021015,Ingawa,NG021,Nigeria,NG,INGAWA,6
338,Polygon,Ini,NG003015,Ini,NG003,Nigeria,NG,INI,6
339,Polygon,Ipokia,NG028014,Ipokia,NG028,Nigeria,NG,IPOKIA,8
340,Polygon,Irele,NG029012,Irele,NG029,Nigeria,NG,IRELE,7
341,Polygon,Irepo,NG031015,Irepo,NG031,Nigeria,NG,IREPO,8
342,Polygon,Irepodun,NG024009,Irepodun,NG024,Nigeria,NG,IREPODUN,2
343,Polygon,Irepodun/Ifelodun,NG013013,Irepodun/Ifelodun,NG013,Nigeria,NG,IREPODUN/IFELODUN,7
344,Polygon,Irepodun,NG030020,Irepodun,NG030,Nigeria,NG,IREPODUN,1
345,Polygon,Irewole,NG030021,Irewole,NG030,Nigeria,NG,IREWOLE,1
346,Polygon,Isa,NG034009,Isa,NG034,Nigeria,NG,ISA,5
347,Polygon,Ise/Orun,NG013014,Ise/Orun,NG013,Nigeria,NG,ISE/ORUN,1
348,Polygon,Iseyin,NG031016,Iseyin,NG031,Nigeria,NG,ISEYIN,5
349,Polygon,Ishielu,NG011008,Ishielu,NG011,Nigeria,NG,ISHIELU,5
350,Polygon,Isi-Uzo,NG014010,Isi-Uzo,NG014,Nigeria,NG,ISI-UZO,5
351,Polygon,Isiala-Ngwa North,NG001006,Isiala-Ngwa North,NG001,Nigeria,NG,ISIALA-NGWA NORTH,4
352,Polygon,Isiala-Ngwa South,NG001007,Isiala-Ngwa South,NG001,Nigeria,NG,ISIALA-NGWA SOUTH,2
353,Polygon,Isiala Mbano,NG017009,Isiala Mbano,NG017,Nigeria,NG,ISIALA MBANO,7
354,Polygon,Isin,NG024010,Isin,NG024,Nigeria,NG,ISIN,4
355,Polygon,Isiukwuato,NG001008,Isiukwuato,NG001,Nigeria,NG,ISIUKWUATO,6
356,Polygon,Isokan,NG030022,Isokan,NG030,Nigeria,NG,ISOKAN,2
357,Polygon,Isoko North,NG010009,Isoko North,NG010,Nigeria,NG,ISOKO NORTH,7
358,Polygon,Isoko South,NG010010,Isoko South,NG010,Nigeria,NG,ISOKO SOUTH,5
359,Polygon,Isu,NG017010,Isu,NG017,Nigeria,NG,ISU,8
360,Polygon,Itas/Gadau,NG005010,Itas/Gadau,NG005,Nigeria,NG,ITAS/GADAU,5
361,Polygon,Itesiwaju,NG031017,Itesiwaju,NG031,Nigeria,NG,ITESIWAJU,2
362,Polygon,Itu,NG003016,Itu,NG003,Nigeria,NG,ITU,2
363,Polygon,Ivo,NG011009,Ivo,NG011,Nigeria,NG,IVO,3
364,Polygon,Iwajowa,NG031018,Iwajowa,NG031,Nigeria,NG,IWAJOWA,2
365,Polygon,Iwo,NG030023,Iwo,NG030,Nigeria,NG,IWO,6
366,Polygon,Izzi,NG011010,Izzi,NG011,Nigeria,NG,IZZI,8
367,Polygon,Jaba,NG019006,Jaba,NG019,Nigeria,NG,JABA,1
368,Polygon,Jada,NG002008,Jada,NG002,Nigeria,NG,JADA,3
369,Polygon,Jahun,NG018014,Jahun,NG018,Nigeria,NG,JAHUN,1
370,Polygon,Jakusko,NG036009,Jakusko,NG036,Nigeria,NG,JAKUSKO,6
371,Polygon,Jalingo,NG035007,Jalingo,NG035,Nigeria,NG,JALINGO,6
372,Polygon,Jama'are,NG005011,Jamaare,NG005,Nigeria,NG,JAMA'ARE,1
373,Polygon,Jega,NG022011,Jega,NG022,Nigeria,NG,JEGA,1
374,Polygon,Jema'a,NG019007,Jemaa,NG019,Nigeria,NG,JEMA'A,8
375,Polygon,Jibia,NG021016,Jibia,NG021,Nigeria,NG,JIBIA,4
376,Polygon,Jos East,NG032004,Jos East,NG032,Nigeria,NG,JOS EAST,6
377,Polygon,Jos North,NG032005,Jos North,NG032,Nigeria,NG,JOS NORTH,5
378,Polygon,Jos South,NG032006,Jos South,NG032,Nigeria,NG,JOS SOUTH,7
379,Polygon,Kabba/Bunu,NG023010,Kabba/Bunu,NG023,Nigeria,NG,KABBA/BUNU,3
380,Polygon,Kabo,NG020020,Kabo,NG020,Nigeria,NG,KABO,7
381,Polygon,Kachia,NG019008,Kachia,NG019,Nigeria,NG,KACHIA,5
382,Polygon,Kaduna North,NG019009,Kaduna North,NG019,Nigeria,NG,KADUNA NORTH,3
383,Polygon,Kaduna South,NG019010,Kaduna South,NG019,Nigeria,NG,KADUNA SOUTH,3
384,Polygon,Kafin Hausa,NG018015,Kafin Hausa,NG018,Nigeria,NG,KAFIN HAUSA,8
385,Polygon,Kafur,NG021017,Kafur,NG021,Nigeria,NG,KAFUR,7
386,Polygon,Kagarko,NG019011,Kagarko,NG019,Nigeria,NG,KAGARKO,7
387,Polygon,Kaiama,NG024011,Kaiama,NG024,Nigeria,NG,KAIAMA,8
388,Polygon,Kaita,NG021018,Kaita,NG021,Nigeria,NG,KAITA,4
389,Polygon,Kajola,NG031019,Kajola,NG031,Nigeria,NG,KAJOLA,2
390,Polygon,Kajuru,NG019012,Kajuru,NG019,Nigeria,NG,KAJURU,6
391,Polygon,Kalgo,NG022012,Kalgo,NG022,Nigeria,NG,KALGO,4
392,Polygon,Kaltungo,NG016007,Kaltungo,NG016,Nigeria,NG,KALTUNGO,5
393,Polygon,Kanam,NG032007,Kanam,NG032,Nigeria,NG,KANAM,6
394,Polygon,Kankara,NG021019,Kankara,NG021,Nigeria,NG,KANKARA,5
395,Polygon,Kanke,NG032008,Kanke,NG032,Nigeria,NG,KANKE,4
396,Polygon,Kankia,NG021020,Kankia,NG021,Nigeria,NG,KANKIA,6
397,Polygon,Kano Municipal,NG020021,Kano Municipal,NG020,Nigeria,NG,KANO MUNICIPAL,8
398,Polygon,Karasuwa,NG036010,Karasuwa,NG036,Nigeria,NG,KARASUWA,5
399,Polygon,Karaye,NG020022,Karaye,NG020,Nigeria,NG,KARAYE,5
400,Polygon,Karim-Lamido,NG035008,Karim-Lamido,NG035,Nigeria,NG,KARIM-LAMIDO,4
401,Polygon,Karu,NG026004,Karu,NG026,Nigeria,NG,KARU,5
402,Polygon,Katagum,NG005012,Katagum,NG005,Nigeria,NG,KATAGUM,5
403,Polygon,Katcha,NG027010,Katcha,NG027,Nigeria,NG,KATCHA,4
404,Polygon,Katsina,NG021021,Katsina,NG021,Nigeria,NG,KATSINA,8
405,Polygon,Katsina-Ala,NG007009,Katsina-Ala,NG007,Nigeria,NG,KATSINA-ALA,3
406,Polygon,Kaugama,NG018016,Kaugama,NG018,Nigeria,NG,KAUGAMA,5
407,Polygon,Kaura,NG019013,Kaura,NG019,Nigeria,NG,KAURA,2
408,Polygon,Kaura Namoda,NG037008,Kaura Namoda,NG037,Nigeria,NG,KAURA NAMODA,2
409,Polygon,Kauru,NG019014,Kauru,NG019,Nigeria,NG,KAURU,2
410,Polygon,Kazaure,NG018017,Kazaure,NG018,Nigeria,NG,KAZAURE,1
411,Polygon,Keana,NG026005,Keana,NG026,Nigeria,NG,KEANA,3
412,Polygon,Kebbe,NG034010,Kebbe,NG034,Nigeria,NG,KEBBE,8
413,Polygon,Keffi,NG026006,Keffi,NG026,Nigeria,NG,KEFFI,8
414,Polygon,Khana,NG033014,Khana,NG033,Nigeria,NG,KHANA,3
415,Polygon,Kibiya,NG020023,Kibiya,NG020,Nigeria,NG,KIBIYA,5
416,Polygon,Kirfi,NG005013,Kirfi,NG005,Nigeria,NG,KIRFI,7
417,Polygon,Kiri Kasamma,NG018018,Kiri Kasamma,NG018,Nigeria,NG,KIRI KASAMMA,8
418,Polygon,Kiru,NG020024,Kiru,NG020,Nigeria,NG,KIRU,1
419,Polygon,Kiyawa,NG018019,Kiyawa,NG018,Nigeria,NG,KIYAWA,2
420,Polygon,Kogi,NG023011,Kogi,NG023,Nigeria,NG,KOGI,1
421,Polygon,Koko/Besse,NG022013,Koko/Besse,NG022,Nigeria,NG,KOKO/BESSE,2
422,Polygon,Kokona,NG026007,Kokona,NG026,Nigeria,NG,KOKONA,5
423,Polygon,Kolokuma/Opokuma,NG006003,Kolokuma/Opokuma,NG006,Nigeria,NG,KOLOKUMA/OPOKUMA,3
424,Polygon,Konshisha,NG007010,Konshisha,NG007,Nigeria,NG,KONSHISHA,3
425,Polygon,Kontagora,NG027011,Kontagora,NG027,Nigeria,NG,KONTAGORA,6
426,Polygon,Kosofe,NG025013,Kosofe,NG025,Nigeria,NG,KOSOFE,1
427,Polygon,Kubau,NG019015,Kubau,NG019,Nigeria,NG,KUBAU,8
428,Polygon,Kudan,NG019016,Kudan,NG019,Nigeria,NG,KUDAN,5
429,Polygon,Kuje,NG015005,Kuje,NG015,Nigeria,NG,KUJE,6
430,Polygon,Kumbotso,NG020025,Kumbotso,NG020,Nigeria,NG,KUMBOTSO,6
431,Polygon,Kunchi,NG020026,Kunchi,NG020,Nigeria,NG,KUNCHI,7
432,Polygon,Kura,NG020027,Kura,NG020,Nigeria,NG,KURA,3
433,Polygon,Kurfi,NG021022,Kurfi,NG021,Nigeria,NG,KURFI,8
434,Polygon,Kurmi,NG035009,Kurmi,NG035,Nigeria,NG,KURMI,7
435,Polygon,Kusada,NG021023,Kusada,NG021,Nigeria,NG,KUSADA,2
436,Polygon,Kwali,NG015006,Kwali,NG015,Nigeria,NG,KWALI,2
437,Polygon,Kwami,NG016008,Kwami,NG016,Nigeria,NG,KWAMI,3
438,Polygon,Kwande,NG007011,Kwande,NG007,Nigeria,NG,KWANDE,4
439,Polygon,Kware,NG034011,Kware,NG034,Nigeria,NG,KWARE,3
440,Polygon,Lafia,NG026008,Lafia,NG026,Nigeria,NG,LAFIA,7
441,Polygon,Lagelu,NG031020,Lagelu,NG031,Nigeria,NG,LAGELU,8
442,Polygon,Lagos Island,NG025014,Lagos Island,NG025,Nigeria,NG,LAGOS ISLAND,2
443,Polygon,Lagos Mainland,NG025015,Lagos Mainland,NG025,Nigeria,NG,LAGOS MAINLAND,2
444,Polygon,Lamurde,NG002009,Lamurde,NG002,Nigeria,NG,LAMURDE,2
445,Polygon,Langtang North,NG032009,Langtang North,NG032,Nigeria,NG,LANGTANG NORTH,4
446,Polygon,Langtang South,NG032010,Langtang South,NG032,Nigeria,NG,LANGTANG SOUTH,6
447,Polygon,Lapai,NG027012,Lapai,NG027,Nigeria,NG,LAPAI,4
448,Polygon,Lau,NG035010,Lau,NG035,Nigeria,NG,LAU,6
449,Polygon,Lavun,NG027013,Lavun,NG027,Nigeria,NG,LAVUN,1
450,Polygon,Lere,NG019017,Lere,NG019,Nigeria,NG,LERE,3
451,Polygon,Logo,NG007012,Logo,NG007,Nigeria,NG,LOGO,3
452,Polygon,Lokoja,NG023012,Lokoja,NG023,Nigeria,NG,LOKOJA,4
453,Polygon,Machina,NG036011,Machina,NG036,Nigeria,NG,MACHINA,1
454,Polygon,Madagali,NG002010,Madagali,NG002,Nigeria,NG,MADAGALI,2
455,Polygon,Madobi,NG020028,Madobi,NG020,Nigeria,NG,MADOBI,8
456,Polygon,Magama,NG027014,Magama,NG027,Nigeria,NG,MAGAMA,3
457,Polygon,Mai'adua,NG021024,Maiadua,NG021,Nigeria,NG,MAI'ADUA,6
458,Polygon,Maigatari,NG018020,Maigatari,NG018,Nigeria,NG,MAIGATARI,1
459,Polygon,Maiha,NG002011,Maiha,NG002,Nigeria,NG,MAIHA,2
460,Polygon,Maiyama,NG022014,Maiyama,NG022,Nigeria,NG,MAIYAMA,2
461,Polygon,Makoda,NG020029,Makoda,NG020,Nigeria,NG,MAKODA,4
462,Polygon,Makurdi,NG007013,Makurdi,NG007,Nigeria,NG,MAKURDI,5
463,Polygon,Malam Madori,NG018021,Malam Madori,NG018,Nigeria,NG,MALAM MADORI,3
464,Polygon,Malumfashi,NG021025,Malumfashi,NG021,Nigeria,NG,MALUMFASHI,8
465,Polygon,Mangu,NG032011,Mangu,NG032,Nigeria,NG,MANGU,5
466,Polygon,Mani,NG021026,Mani,NG021,Nigeria,NG,MANI,5
467,Polygon,Maradun,NG037009,Maradun,NG037,Nigeria,NG,MARADUN,2
468,Polygon,Mariga,NG027015,Mariga,NG027,Nigeria,NG,MARIGA,2
469,Polygon,Markafi,NG019018,Markafi,NG019,Nigeria,NG,MARKAFI,2
470,Polygon,Maru,NG037010,Maru,NG037,Nigeria,NG,MARU,2
471,Polygon,Mashegu,NG027016,Mashegu,NG027,Nigeria,NG,MASHEGU,8
472,Polygon,Mashi,NG021027,Mashi,NG021,Nigeria,NG,MASHI,4
473,Polygon,Matazu,NG021028,Matazu,NG021,Nigeria,NG,MATAZU,7
474,Polygon,Mayo-Belwa,NG002012,Mayo-Belwa,NG002,Nigeria,NG,MAYO-BELWA,5
475,Polygon,Mbaitoli,NG017011,Mbaitoli,NG017,Nigeria,NG,MBAITOLI,4
476,Polygon,Mbo,NG003017,Mbo,NG003,Nigeria,NG,MBO,7
477,Polygon,Michika,NG002013,Michika,NG002,Nigeria,NG,MICHIKA,4
478,Polygon,Miga,NG018022,Miga,NG018,Nigeria,NG,MIGA,7
479,Polygon,Mikang,NG032012,Mikang,NG032,Nigeria,NG,MIKANG,8
480,Polygon,Minjibir,NG020030,Minjibir,NG020,Nigeria,NG,MINJIBIR,1
481,Polygon,Misau,NG005014,Misau,NG005,Nigeria,NG,MISAU,3
482,Polygon,Mkpat Enin,NG003018,Mkpat Enin,NG003,Nigeria,NG,MKPAT ENIN,1
483,Polygon,Moba,NG013015,Moba,NG013,Nigeria,NG,MOBA,5
484,Polygon,Mokwa,NG027017,Mokwa,NG027,Nigeria,NG,MOKWA,8
485,Polygon,Mopa-Muro,NG023013,Mopa-Muro,NG023,Nigeria,NG,MOPA-MURO,7
486,Polygon,Moro,NG024012,Moro,NG024,Nigeria,NG,MORO,1
487,Polygon,Mubi North,NG002014,Mubi North,NG002,Nigeria,NG,MUBI NORTH,5
488,Polygon,Mubi South,NG002015,Mubi South,NG002,Nigeria,NG,MUBI SOUTH,7
489,Polygon,Musawa,NG021029,Musawa,NG021,Nigeria,NG,MUSAWA,7
490,Polygon,Mushin,NG025016,Mushin,NG025,Nigeria,NG,MUSHIN,6
491,Polygon,Muya,NG027018,Muya,NG027,Nigeria,NG,MUYA,4
492,Polygon,Nafada,NG016009,Nafada,NG016,Nigeria,NG,NAFADA,8
493,Polygon,Nangere,NG036012,Nangere,NG036,Nigeria,NG,NANGERE,8
494,Polygon,Nasarawa,NG020031,Nasarawa,NG020,Nigeria,NG,NASARAWA,3
495,Polygon,Nasarawa-Eggon,NG026010,Nasarawa-Eggon,NG026,Nigeria,NG,NASARAWA-EGGON,3
496,Polygon,Nasarawa,NG026009,Nasarawa,NG026,Nigeria,NG,NASARAWA,4
497,Polygon,Ndokwa East,NG010011,Ndokwa East,NG010,Nigeria,NG,NDOKWA EAST,1
498,Polygon,Ndokwa West,NG010012,Ndokwa West,NG010,Nigeria,NG,NDOKWA WEST,6
499,Polygon,Nembe,NG006004,Nembe,NG006,Nigeria,NG,NEMBE,2
500,Polygon,Ngaski,NG022015,Ngaski,NG022,Nigeria,NG,NGASKI,7
501,Polygon,Ngor-Okpala,NG017012,Ngor-Okpala,NG017,Nigeria,NG,NGOR-OKPALA,8
502,Polygon,Nguru,NG036013,Nguru,NG036,Nigeria,NG,NGURU,5
503,Polygon,Ningi,NG005015,Ningi,NG005,Nigeria,NG,NINGI,2
504,Polygon,Njaba,NG017013,Njaba,NG017,Nigeria,NG,NJABA,6
505,Polygon,Dunukofia,NG004008,Dunukofia,NG004,Nigeria,NG,DUNUKOFIA,3
506,Polygon,Nkanu East,NG014011,Nkanu East,NG014,Nigeria,NG,NKANU EAST,4
507,Polygon,Nkanu West,NG014012,Nkanu West,NG014,Nigeria,NG,NKANU WEST,3
508,Polygon,Nkwerre,NG017014,Nkwerre,NG017,Nigeria,NG,NKWERRE,4
509,Polygon,Nnewi North,NG004014,Nnewi North,NG004,Nigeria,NG,NNEWI NORTH,7
510,Polygon,Nnewi South,NG004015,Nnewi South,NG004,Nigeria,NG,NNEWI SOUTH,8
511,Polygon,Nsit Atai,NG003019,Nsit Atai,NG003,Nigeria,NG,NSIT ATAI,2
512,Polygon,Nsit Ibom,NG003020,Nsit Ibom,NG003,Nigeria,NG,NSIT IBOM,7
513,Polygon,Nsit Ubium,NG003021,Nsit Ubium,NG003,Nigeria,NG,NSIT UBIUM,4
514,Polygon,Nsukka,NG014013,Nsukka,NG014,Nigeria,NG,NSUKKA,5
515,Polygon,Numan,NG002016,Numan,NG002,Nigeria,NG,NUMAN,4
516,Polygon,Nwangele,NG017015,Nwangele,NG017,Nigeria,NG,NWANGELE,1
517,Polygon,Obafemi-Owode,NG028015,Obafemi-Owode,NG028,Nigeria,NG,OBAFEMI-OWODE,7
518,Polygon,Obanliku,NG009013,Obanliku,NG009,Nigeria,NG,OBANLIKU,4
519,Polygon,Obi,NG026011,Obi,NG026,Nigeria,NG,OBI,1
520,Polygon,Obi Ngwa,NG001009,Obi Ngwa,NG001,Nigeria,NG,OBI NGWA,4
521,Polygon,Obi,NG007014,Obi,NG007,Nigeria,NG,OBI,7
522,Polygon,Obia/Akpor,NG033015,Obia/Akpor,NG033,Nigeria,NG,OBIA/AKPOR,2
523,Polygon,Obokun,NG030024,Obokun,NG030,Nigeria,NG,OBOKUN,2
524,Polygon,Obot Akara,NG003022,Obot Akara,NG003,Nigeria,NG,OBOT AKARA,6
525,Polygon,Obowo,NG017016,Obowo,NG017,Nigeria,NG,OBOWO,7
526,Polygon,Obubra,NG009014,Obubra,NG009,Nigeria,NG,OBUBRA,5
527,Polygon,Obudu,NG009015,Obudu,NG009,Nigeria,NG,OBUDU,1
528,Polygon,Odeda,NG028016,Odeda,NG028,Nigeria,NG,ODEDA,4
529,Polygon,Odigbo,NG029013,Odigbo,NG029,Nigeria,NG,ODIGBO,7
530,Polygon,Odo-Otin,NG030025,Odo-Otin,NG030,Nigeria,NG,ODO-OTIN,5
531,Polygon,Odogbolu,NG028017,Odogbolu,NG028,Nigeria,NG,ODOGBOLU,3
532,Polygon,Odukpani,NG009016,Odukpani,NG009,Nigeria,NG,ODUKPANI,1
533,Polygon,Offa,NG024013,Offa,NG024,Nigeria,NG,OFFA,6
534,Polygon,Ofu,NG023014,Ofu,NG023,Nigeria,NG,OFU,7
535,Polygon,Ogba/Egbema/Ndoni,NG033016,Ogba/Egbema/Ndoni,NG033,Nigeria,NG,OGBA/EGBEMA/NDONI,7
536,Polygon,Ogbadibo,NG007015,Ogbadibo,NG007,Nigeria,NG,OGBADIBO,1
537,Polygon,Ogbaru,NG004016,Ogbaru,NG004,Nigeria,NG,OGBARU,3
538,Polygon,Ogbia,NG006005,Ogbia,NG006,Nigeria,NG,OGBIA,7
539,Polygon,Ogbomosho North,NG031021,Ogbomosho North,NG031,Nigeria,NG,OGBOMOSHO NORTH,8
540,Polygon,Ogbomosho South,NG031022,Ogbomosho South,NG031,Nigeria,NG,OGBOMOSHO SOUTH,8
541,Polygon,Ogo Oluwa,NG031023,Ogo Oluwa,NG031,Nigeria,NG,OGO OLUWA,4
542,Polygon,Ogoja,NG009017,Ogoja,NG009,Nigeria,NG,OGOJA,4
543,Polygon,Ogori/Magongo,NG023015,Ogori/Magongo,NG023,Nigeria,NG,OGORI/MAGONGO,6
544,Polygon,Ogu/Bolo,NG033017,Ogu/Bolo,NG033,Nigeria,NG,OGU/BOLO,8
545,Polygon,Ogun waterside,NG028018,Ogun waterside,NG028,Nigeria,NG,OGUN WATERSIDE,5
546,Polygon,Oguta,NG017017,Oguta,NG017,Nigeria,NG,OGUTA,2
547,Polygon,Ohafia,NG001010,Ohafia,NG001,Nigeria,NG,OHAFIA,4
548,Polygon,Ohaji/Egbema,NG017018,Ohaji/Egbema,NG017,Nigeria,NG,OHAJI/EGBEMA,1
549,Polygon,Ohaozara,NG011011,Ohaozara,NG011,Nigeria,NG,OHAOZARA,4
550,Polygon,Ohaukwu,NG011012,Ohaukwu,NG011,Nigeria,NG,OHAUKWU,5
551,Polygon,Ohimini,NG007016,Ohimini,NG007,Nigeria,NG,OHIMINI,5
552,Polygon,Oji-River,NG014014,Oji-River,NG014,Nigeria,NG,OJI-RIVER,5
553,Polygon,Ojo,NG025017,Ojo,NG025,Nigeria,NG,OJO,6
554,Polygon,Oju,NG007017,Oju,NG007,Nigeria,NG,OJU,6
555,Polygon,Oke-Ero,NG024014,Oke-Ero,NG024,Nigeria,NG,OKE-ERO,3
556,Polygon,Okehi,NG023016,Okehi,NG023,Nigeria,NG,OKEHI,5
557,Polygon,Okene,NG023017,Okene,NG023,Nigeria,NG,OKENE,6
558,Polygon,Okigwe,NG017019,Okigwe,NG017,Nigeria,NG,OKIGWE,5
559,Polygon,Okitipupa,NG029014,Okitipupa,NG029,Nigeria,NG,OKITIPUPA,4
560,Polygon,Okobo,NG003023,Okobo,NG003,Nigeria,NG,OKOBO,3
561,Polygon,Okpe,NG010013,Okpe,NG010,Nigeria,NG,OKPE,2
562,Polygon,Okpokwu,NG007018,Okpokwu,NG007,Nigeria,NG,OKPOKWU,4
563,Polygon,Okrika,NG033018,Okrika,NG033,Nigeria,NG,OKRIKA,2
564,Polygon,Ola-oluwa,NG030026,Ola-oluwa,NG030,Nigeria,NG,OLA-OLUWA,4
565,Polygon,Olamabolo,NG023018,Olamabolo,NG023,Nigeria,NG,OLAMABOLO,2
566,Polygon,Olorunda,NG030027,Olorunda,NG030,Nigeria,NG,OLORUNDA,4
567,Polygon,Olorunsogo,NG031024,Olorunsogo,NG031,Nigeria,NG,OLORUNSOGO,3
568,Polygon,Oluyole,NG031025,Oluyole,NG031,Nigeria,NG,OLUYOLE,1
569,Polygon,Omala,NG023019,Omala,NG023,Nigeria,NG,OMALA,6
570,Polygon,Omumma,NG033019,Omumma,NG033,Nigeria,NG,OMUMMA,4
571,Polygon,Ona-Ara,NG031026,Ona-Ara,NG031,Nigeria,NG,ONA-ARA,5
572,Polygon,Ondo East,NG029015,Ondo East,NG029,Nigeria,NG,ONDO EAST,6
573,Polygon,Ondo West,NG029016,Ondo West,NG029,Nigeria,NG,ONDO WEST,3
574,Polygon,Onicha,NG011013,Onicha,NG011,Nigeria,NG,ONICHA,8
575,Polygon,Onitsha North,NG004017,Onitsha North,NG004,Nigeria,NG,ONITSHA NORTH,3
576,Polygon,Onitsha South,NG004018,Onitsha South,NG004,Nigeria,NG,ONITSHA SOUTH,1
577,Polygon,Onna,NG003024,Onna,NG003,Nigeria,NG,ONNA,4
578,Polygon,Opobo/Nkoro,NG033020,Opobo/Nkoro,NG033,Nigeria,NG,OPOBO/NKORO,7
579,Polygon,Oredo,NG012012,Oredo,NG012,Nigeria,NG,OREDO,7
580,Polygon,Orelope,NG031027,Orelope,NG031,Nigeria,NG,ORELOPE,7
581,Polygon,Orhionmwon,NG012013,Orhionmwon,NG012,Nigeria,NG,ORHIONMWON,1
582,Polygon,Ori Ire,NG031028,Ori Ire,NG031,Nigeria,NG,ORI IRE,8
583,Polygon,Oriade,NG030028,Oriade,NG030,Nigeria,NG,ORIADE,5
584,Polygon,Orlu,NG017020,Orlu,NG017,Nigeria,NG,ORLU,2
585,Polygon,Orolu,NG030029,Orolu,NG030,Nigeria,NG,OROLU,2
586,Polygon,Oron,NG003025,Oron,NG003,Nigeria,NG,ORON,7
587,Polygon,Orsu,NG017021,Orsu,NG017,Nigeria,NG,ORSU,7
588,Polygon,Oru East,NG017022,Oru East,NG017,Nigeria,NG,ORU EAST,2
589,Polygon,Oru West,NG017023,Oru West,NG017,Nigeria,NG,ORU WEST,1
