variable.name,list_name,name,label..english,label..somali,country,area,district,region,choice
dest_loc_why2,reason2,work_income,Availability of work/ income opportunities,Helida shaqo iyo fursad dhaqaale sameyn,,,,,
dest_loc_why2,reason2,health_ser,Presence of health services,Jiritaanka/helitaanka adeeg caafimaad,,,,,
dest_loc_why2,reason2,educ_ser,Presence of education services,Jiritaanka/helitaanka adeeg waxbarasho,,,,,
dest_loc_why2,reason2,food_dist,Presence of food distribution/food aid,Helitaanka kaalmo raashiin,,,,,
dest_loc_why2,reason2,local_food,Availability of local food (market/cultivation),Helitaanka raashiinka dalka (Suuqa ama beerasho),,,,,
dest_loc_why2,reason2,shelter,Presence of shelter,Helitaanka aqal/hooy/guri,,,,,
dest_loc_why2,reason2,water,Presence of water,Helitaanka biyo,,,,,
dest_loc_why2,reason2,cash,Presence of cash distribution,Helitaanka lacag qeybinta,,,,,
dest_loc_why2,reason2,protection,Presence of physical protection actors,Jiritaanka difaac/ilaalo,,,,,
dest_loc_why2,reason2,family,To join family/community,In aan ku biiro qoyskeyga,,,,,
dest_loc_why2,reason2,none,None,Midnaba,,,,,
dest_loc_why2,reason2,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
returnee_remain_here,returnee_remain,yes,"Yes, will settle here","Haa, meeshaan ayaan degi doonaa",,,,,
returnee_remain_here,returnee_remain,elsewhere_city,Will move elsewhere in this city,Meel kale oo magaalada ka mid ah ayaan u guuri doonaa,,,,,
returnee_remain_here,returnee_remain,elsewhere_somalia,Will move elsewhere in Somalia,Meel kale oo wadanka dhaxdiisa ah ayaan aadi doonaa,,,,,
returnee_remain_here,returnee_remain,return_refugee,Will return to the previous country of refuge,Waxaan u noqon doonaa wadanka magan galyada isiiye,,,,,
returnee_remain_here,returnee_remain,elsewhere_country,Will move to another country,Wadan kale ayaan u guuri doonaa,,,,,
returnee_remain_here,returnee_remain,dontknow,I don't know if I want to move,Ma aqaano haddii aan sii socon lahaa/guuri lahaa,,,,,
when_continue,date2,next_week,In the next week,Isbuuca xiga,,,,,
when_continue,date2,next_month,In the next month,Bisha xigta,,,,,
when_continue,date2,next_three_months,In the next three months,Inta lagu guda jiro saddex bil ee socota,,,,,
when_continue,date2,next_six_months,In the next six months,Inta lagu guda jiro lixda bil ee socota,,,,,
when_continue,date2,more_six_months,More than six months from now,"In ka badan, laga bilaabo hadda",,,,,
region_intended,region,lower_juba,Lower Juba,Jubadda Hoose,,,,,
region_intended,region,awdal,Awdal,Awdal,,,,,
region_intended,region,bakool,Bakool,Bakool,,,,,
region_intended,region,banadir,Banadir,Banadir,,,,,
region_intended,region,bari,Bari,Bari,,,,,
region_intended,region,bay,Bay,Bay,,,,,
region_intended,region,galgaduud,Galgaduud,Galgaduud,,,,,
region_intended,region,gedo,Gedo,Gedo,,,,,
region_intended,region,hiraan,Hiraan,Hiraan,,,,,
region_intended,region,lower_shabelle,Lower Shabelle,Shabellada Hoose,,,,,
region_intended,region,middle_juba,Middle Juba,Jubadda Dhexe,,,,,
region_intended,region,middle_shabelle,Middle Shabelle,Shabellada Dhexe,,,,,
region_intended,region,mudug,Mudug,Mudug,,,,,
region_intended,region,nugaal,Nugaal,Nugaal,,,,,
region_intended,region,sanaag,Sanaag,Sanaag,,,,,
region_intended,region,sool,Sool,Sool,,,,,
region_intended,region,togdheer,Togdheer,Togdheer,,,,,
region_intended,region,woqooyi_galbeed,Woqooyi Galbeed,Woqooyi Galbeed,,,,,
district_intended,district,kismayo,Kismayo,Kismayo,,,,lower_juba,
district_intended,district,baki,Baki,Baki,,,,awdal,
district_intended,district,borama,Borama,Borama,,,,awdal,
district_intended,district,lughaye,Lughaye,Lughaye,,,,awdal,
district_intended,district,zeylac,Zeylac,Zeylac,,,,awdal,
district_intended,district,ceel_barde,Ceel Barde,Ceel Barde,,,,bakool,
district_intended,district,rab_dhuure,Rab Dhuure,Rab Dhuure,,,,bakool,
district_intended,district,tayeeglow,Tayeeglow,Tayeeglow,,,,bakool,
district_intended,district,waajid,Waajid,Waajid,,,,bakool,
district_intended,district,xudur,Xudur,Xudur,,,,bakool,
district_intended,district,mogadishu,Mogadishu,Mogadishu,,,,banadir,
district_intended,district,mogadishu_boondheere,Mogadishu-Boondheere,Mogadishu-Boondheere,,,,banadir,
district_intended,district,mogadishu_cabdulcasiis,Mogadishu-Cabdulcasiis,Mogadishu-Cabdulcasiis,,,,banadir,
district_intended,district,mogadishu_daynile,Mogadishu-Daynile,Mogadishu-Daynile,,,,banadir,
district_intended,district,mogadishu_dharkenley,Mogadishu-Dharkenley,Mogadishu-Dharkenley,,,,banadir,
district_intended,district,mogadishu_hawl_wadaag,Mogadishu-Hawl Wadaag,Mogadishu-Hawl Wadaag,,,,banadir,
district_intended,district,mogadishu_heliwa,Mogadishu-Heliwa,Mogadishu-Heliwa,,,,banadir,
district_intended,district,mogadishu_hodan,Mogadishu-Hodan,Mogadishu-Hodan,,,,banadir,
district_intended,district,mogadishu_karaan,Mogadishu-Karaan,Mogadishu-Karaan,,,,banadir,
district_intended,district,mogadishu_shangaani,Mogadishu-Shangaani,Mogadishu-Shangaani,,,,banadir,
district_intended,district,mogadishu_shibis,Mogadishu-Shibis,Mogadishu-Shibis,,,,banadir,
district_intended,district,mogadishu_waaberi,Mogadishu-Waaberi,Mogadishu-Waaberi,,,,banadir,
district_intended,district,mogadishu_wadajir,Mogadishu-Wadajir,Mogadishu-Wadajir,,,,banadir,
district_intended,district,mogadishu_wardhiigleey,Mogadishu-Wardhiigleey,Mogadishu-Wardhiigleey,,,,banadir,
district_intended,district,mogadishu_xamar_jabjab,Mogadishu-Xamar Jabjab,Mogadishu-Xamar Jabjab,,,,banadir,
district_intended,district,mogadishu_xamar_weyne,Mogadishu-Xamar Weyne,Mogadishu-Xamar Weyne,,,,banadir,
district_intended,district,mogadishu_yaaqshiid,Mogadishu-Yaaqshiid,Mogadishu-Yaaqshiid,,,,banadir,
district_intended,district,bandarbayla,Bandarbayla,Bandarbayla,,,,bari,
district_intended,district,bossaso,Bossaso,Bossaso,,,,bari,
district_intended,district,caluula,Caluula,Caluula,,,,bari,
district_intended,district,iskushuban,Iskushuban,Iskushuban,,,,bari,
district_intended,district,qandala,Qandala,Qandala,,,,bari,
district_intended,district,qardho,Qardho,Qardho,,,,bari,
district_intended,district,baidoa,Baidoa,Baidoa,,,,bay,
district_intended,district,buur_hakaba,Buur Hakaba,Buur Hakaba,,,,bay,
district_intended,district,diinsoor,Diinsoor,Diinsoor,,,,bay,
district_intended,district,qansax_dheere,Qansax Dheere,Qansax Dheere,,,,bay,
district_intended,district,cabudwaaq,Cabudwaaq,Cabudwaaq,,,,galgaduud,
district_intended,district,cadaado,Cadaado,Cadaado,,,,galgaduud,
district_intended,district,ceel_buur,Ceel Buur,Ceel Buur,,,,galgaduud,
district_intended,district,ceel_dheer,Ceel Dheer,Ceel Dheer,,,,galgaduud,
district_intended,district,dhuusamarreeb,Dhuusamarreeb,Dhuusamarreeb,,,,galgaduud,
district_intended,district,baardheere,Baardheere,Baardheere,,,,gedo,
district_intended,district,belet_xaawo,Belet Xaawo,Belet Xaawo,,,,gedo,
district_intended,district,ceel_waaq,Ceel Waaq,Ceel Waaq,,,,gedo,
district_intended,district,doolow,Doolow,Doolow,,,,gedo,
district_intended,district,garbahaarey,Garbahaarey,Garbahaarey,,,,gedo,
district_intended,district,luuq,Luuq,Luuq,,,,gedo,
district_intended,district,belet_weyne,Belet Weyne,Belet Weyne,,,,hiraan,
district_intended,district,bulo_burto,Bulo Burto,Bulo Burto,,,,hiraan,
district_intended,district,jalalaqsi,Jalalaqsi,Jalalaqsi,,,,hiraan,
district_intended,district,afmadow,Afmadow,Afmadow,,,,lower_juba,
district_intended,district,badhaadhe,Badhaadhe,Badhaadhe,,,,lower_juba,
district_intended,district,jamaame,Jamaame,Jamaame,,,,lower_juba,
district_intended,district,afgooye,Afgooye,Afgooye,,,,lower_shabelle,
district_intended,district,baraawe,Baraawe,Baraawe,,,,lower_shabelle,
district_intended,district,kurtunwaarey,Kurtunwaarey,Kurtunwaarey,,,,lower_shabelle,
district_intended,district,marka,Marka,Marka,,,,lower_shabelle,
district_intended,district,qoryooley,Qoryooley,Qoryooley,,,,lower_shabelle,
district_intended,district,sablaale,Sablaale,Sablaale,,,,lower_shabelle,
district_intended,district,wanla_weyn,Wanla Weyn,Wanla Weyn,,,,lower_shabelle,
district_intended,district,buaale,Buaale,Buaale,,,,middle_juba,
district_intended,district,jilib,Jilib,Jilib,,,,middle_juba,
district_intended,district,sakow,Sakow,Sakow,,,,middle_juba,
district_intended,district,aden_yabaal,Aden Yabaal,Aden Yabaal,,,,middle_shabelle,
district_intended,district,balcad,Balcad,Balcad,,,,middle_shabelle,
district_intended,district,cadale,Cadale,Cadale,,,,middle_shabelle,
district_intended,district,jowhar,Jowhar,Jowhar,,,,middle_shabelle,
district_intended,district,gaalkacyo,Gaalkacyo,Gaalkacyo,,,,mudug,
district_intended,district,galdogob,Galdogob,Galdogob,,,,mudug,
district_intended,district,hobyo,Hobyo,Hobyo,,,,mudug,
district_intended,district,jariiban,Jariiban,Jariiban,,,,mudug,
district_intended,district,xarardheere,Xarardheere,Xarardheere,,,,mudug,
district_intended,district,burtinle,Burtinle,Burtinle,,,,nugaal,
district_intended,district,eyl,Eyl,Eyl,,,,nugaal,
district_intended,district,garowe,Garowe,Garowe,,,,nugaal,
district_intended,district,ceel_afweyn,Ceel Afweyn,Ceel Afweyn,,,,sanaag,
district_intended,district,ceerigaabo,Ceerigaabo,Ceerigaabo,,,,sanaag,
district_intended,district,laasqoray,Laasqoray,Laasqoray,,,,sanaag,
district_intended,district,caynabo,Caynabo,Caynabo,,,,sool,
district_intended,district,laas_caanood,Laas Caanood,Laas Caanood,,,,sool,
district_intended,district,taleex,Taleex,Taleex,,,,sool,
district_intended,district,xudun,Xudun,Xudun,,,,sool,
district_intended,district,burco,Burco,Burco,,,,togdheer,
district_intended,district,buuhoodle,Buuhoodle,Buuhoodle,,,,togdheer,
district_intended,district,owdweyne,Owdweyne,Owdweyne,,,,togdheer,
district_intended,district,sheikh,Sheikh,Sheikh,,,,togdheer,
district_intended,district,berbera,Berbera,Berbera,,,,woqooyi_galbeed,
district_intended,district,gebiley,Gebiley,Gebiley,,,,woqooyi_galbeed,
district_intended,district,hargeysa,Hargeysa,Hargeysa,,,,woqooyi_galbeed,
beh_change,y_n_dk,yes,Yes,Haa,,,,,
beh_change,y_n_dk,no,No,Maya,,,,,
beh_change,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
girls_beh_change,behavior_change,none,No change,Isbedel ma jiro,,,,,
girls_beh_change,behavior_change,crying,Unusual crying and screaming,Oohin iyo qeylo aan looga baran,,,,,
girls_beh_change,behavior_change,aggressive,More aggressive behavior,Dabeecad dagaal doon ah,,,,,
girls_beh_change,behavior_change,violence,Violence against younger children,Qalalaaso ka dhan ah carruurta yaryar,,,,,
girls_beh_change,behavior_change,disrespectful,Disrespectful behavior in the family,Xushmad daro dhank qoyska ah,,,,,
girls_beh_change,behavior_change,sadness,"Sadness (e.g. not talking, not playing, etc.)","Murugo ( tusaale, ma hadlayo, ma dheelayo, iwm)",,,,,
girls_beh_change,behavior_change,substance_abuse,Substance abuse,Isticmaalka mukhaadaraadka,,,,,
girls_beh_change,behavior_change,crimes,Committing crimes,Dembi gelid/ samayn,,,,,
girls_beh_change,behavior_change,school_unwillingness,Unwillingness to go to school,Aan rabin inuu aado iskuulka,,,,,
girls_beh_change,behavior_change,not_willing_to_help,Less willingness to help caregivers and siblings,Aan rabin inuu caawiyo dadka daryeelayo,,,,,
girls_beh_change,behavior_change,having_nightmares,Having nightmares and/or not being able to sleep,Qaraw ama aan awoodin inuu seexdo,,,,,
girls_beh_change,behavior_change,anti_social,Anti-social (isolating themselves),Bulsho naceyb/ gooni u socod,,,,,
girls_beh_change,behavior_change,wanting_to_join_armed_groups,Wanting to join/joining armed forces or groups,rabitaanka ku biirista ciidamada qalabka sida ama kooxo hubeysan,,,,,
girls_beh_change,behavior_change,other,Other,Wax Kale,,,,,
girls_beh_change,behavior_change,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
boys_beh_change,behavior_change,none,No change,Isbedel ma jiro,,,,,
boys_beh_change,behavior_change,crying,Unusual crying and screaming,Oohin iyo qeylo aan looga baran,,,,,
boys_beh_change,behavior_change,aggressive,More aggressive behavior,Dabeecad dagaal doon ah,,,,,
boys_beh_change,behavior_change,violence,Violence against younger children,Qalalaaso ka dhan ah carruurta yaryar,,,,,
boys_beh_change,behavior_change,disrespectful,Disrespectful behavior in the family,Xushmad daro dhank qoyska ah,,,,,
boys_beh_change,behavior_change,sadness,"Sadness (e.g. not talking, not playing, etc.)","Murugo ( tusaale, ma hadlayo, ma dheelayo, iwm)",,,,,
boys_beh_change,behavior_change,substance_abuse,Substance abuse,Isticmaalka mukhaadaraadka,,,,,
boys_beh_change,behavior_change,crimes,Committing crimes,Dembi gelid/ samayn,,,,,
boys_beh_change,behavior_change,school_unwillingness,Unwillingness to go to school,Aan rabin inuu aado iskuulka,,,,,
boys_beh_change,behavior_change,not_willing_to_help,Less willingness to help caregivers and siblings,Aan rabin inuu caawiyo dadka daryeelayo,,,,,
boys_beh_change,behavior_change,having_nightmares,Having nightmares and/or not being able to sleep,Qaraw ama aan awoodin inuu seexdo,,,,,
boys_beh_change,behavior_change,anti_social,Anti-social (isolating themselves),Bulsho naceyb/ gooni u socod,,,,,
boys_beh_change,behavior_change,wanting_to_join_armed_groups,Wanting to join/joining armed forces or groups,rabitaanka ku biirista ciidamada qalabka sida ama kooxo hubeysan,,,,,
boys_beh_change,behavior_change,other,Other,Wax Kale,,,,,
boys_beh_change,behavior_change,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
girls_harsh_work_type,harsh_work,machinery,Involves heavy machinery or lifting,Ka qeyb qaata xamaaliga waxyaabaha culeyska badan sida mashiinada,,,,,
girls_harsh_work_type,harsh_work,heat_exposure,"Involves exposure to extreme heat (i.e.furnace, bakery)",Ka shaqeeya shaqo dab kulul lagu shaqeeyo (sida foornada iyo rooti sameynta),,,,,
girls_harsh_work_type,harsh_work,overnight,Works at night (between 8pm and 6am),Shaqeynta xilliga dambe habeenkii (Inta u dhaxeysa 8.00 galabnimo ilaa 6.00 subaxnimo),,,,,
girls_harsh_work_type,harsh_work,sharp_objects,Uses sharp objects,Isticmaalaya waxyaabo af leh (sida toori),,,,,
girls_harsh_work_type,harsh_work,factory,Factory work/good production,Shaqada warshada (wax soo saarka),,,,,
girls_harsh_work_type,harsh_work,vendor,Street vending,Wadadda ka dhex shaqeysto,,,,,
girls_harsh_work_type,harsh_work,domestic_work,Domestic work (in and outside the home),Shaqada caadiga ah (gudaha iyo dibadda guriga),,,,,
girls_harsh_work_type,harsh_work,armed_groups,Engagement with armed groups,Faraha kula jiro kooxo hubeysan,,,,,
girls_harsh_work_type,harsh_work,agricultural_work,Agricultural work ,Shaqo beereed,,,,,
girls_harsh_work_type,harsh_work,family_business,Family business,Ganacsiga qoys,,,,,
girls_harsh_work_type,harsh_work,none,None,Waxba,,,,,
girls_harsh_work_type,harsh_work,other,Other,Wax Kale,,,,,
girls_harsh_work_type,harsh_work,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
boys_harsh_work_type,harsh_work,machinery,Involves heavy machinery or lifting,Ka qeyb qaata xamaaliga waxyaabaha culeyska badan sida mashiinada,,,,,
boys_harsh_work_type,harsh_work,heat_exposure,"Involves exposure to extreme heat (i.e.furnace, bakery)",Ka shaqeeya shaqo dab kulul lagu shaqeeyo (sida foornada iyo rooti sameynta),,,,,
boys_harsh_work_type,harsh_work,overnight,Works at night (between 8pm and 6am),Shaqeynta xilliga dambe habeenkii (Inta u dhaxeysa 8.00 galabnimo ilaa 6.00 subaxnimo),,,,,
boys_harsh_work_type,harsh_work,sharp_objects,Uses sharp objects,Isticmaalaya waxyaabo af leh (sida toori),,,,,
boys_harsh_work_type,harsh_work,factory,Factory work/good production,Shaqada warshada (wax soo saarka),,,,,
boys_harsh_work_type,harsh_work,vendor,Street vending,Wadadda ka dhex shaqeysto,,,,,
boys_harsh_work_type,harsh_work,domestic_work,Domestic work (in and outside the home),Shaqada caadiga ah (gudaha iyo dibadda guriga),,,,,
boys_harsh_work_type,harsh_work,armed_groups,Engagement with armed groups,Faraha kula jiro kooxo hubeysan,,,,,
boys_harsh_work_type,harsh_work,agricultural_work,Agricultural work ,Shaqo beereed,,,,,
boys_harsh_work_type,harsh_work,family_business,Family business,Ganacsiga qoys,,,,,
boys_harsh_work_type,harsh_work,none,None,Waxba,,,,,
boys_harsh_work_type,harsh_work,other,Other,Wax Kale,,,,,
boys_harsh_work_type,harsh_work,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
separated_members,yes_no,yes,Yes,Haa,,,,,
separated_members,yes_no,no,No,Maya,,,,,
separation_circumstances,separation_circumstances,voluntary,Voluntary,Si ikhtiyaar ah,,,,,
separation_circumstances,separation_circumstances,accidental,Accidental,Si aan kutalagal ahayn,,,,,
separation_circumstances,separation_circumstances,forced,Forced,Qasab,,,,,
sep_accidental,separation_accidental,acc_conflict,Accidental during conflict,Mid aan kam aheyn oo dhacay xiliga dhagaalka,,,,,
sep_accidental,separation_accidental,acc_displacement,Accidental during displacement,Mid aan kam aheyn oo dhacay xiliga barakaca,,,,,
sep_accidental,separation_accidental,other,Other,Wax Kale,,,,,
sep_accidental,separation_accidental,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
sep_voluntary,separation_voluntary,vol_violence,Intentional due to family violence,Mid ula kac ah sababta isku dhac qoys awgiis,,,,,
sep_voluntary,separation_voluntary,vol_caregiver,Intentional due to death of a caregiver,Mid ula kac ah sababta qofka xannaaneeyaha/mas'uulka oo dhintay,,,,,
sep_voluntary,separation_voluntary,vol_reunification,Intentional for family reunification,Mid ula kac ah sababta qoyska oo midoowayo,,,,,
sep_voluntary,separation_voluntary,other,Other,Wax Kale,,,,,
sep_voluntary,separation_voluntary,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
sep_voluntary,separation_voluntary,vol_caregiver,Intentional to find work far from caregiver,Si kam ah: si shaqo u helo meel ka fog mas'uulka/xannaaneeyaha,,,,,
sep_voluntary,separation_voluntary,vol_assistance,Intentional to join IDP site and/or access assistance,"Si kam ah: si uu ugu biiro xero barkaco, si uu u helo adeegyada caawinaada",,,,,
sep_voluntary,separation_voluntary,vol_other,Other,Wax Kale,,,,,
sep_forced,separation_forced,for_abducted,Forced: abducted,Afduub; si qasab ku kaxeysi,,,,,
sep_forced,separation_forced,for_groups,Forced: recruitment into armed groups,Si qasab ah in lagu ciidameeyo kooxaha hubeysan,,,,,
sep_forced,separation_forced,for_marriage,Forced: marriage,Guur qasab ah,,,,,
sep_forced,separation_forced,other,Other,Wax kale,,,,,
sep_forced,separation_forced,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
free_movement,y_n_dk,yes,Yes,Haa,,,,,
free_movement,y_n_dk,no,No,Maya,,,,,
free_movement,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
movement_restrictions,movement_restrictions,roadblocks,Roadblocks,Jid gooyo,,,,,
movement_restrictions,movement_restrictions,gatekeepers,Gatekeepers,Horjoogayaal,,,,,
movement_restrictions,movement_restrictions,gbv,Gender Based Violence,Xad gudub jinsi ah,,,,,
movement_restrictions,movement_restrictions,erws,Explosive remnants of war,Haraadiga waxyaabaha qarxa ee dagaalka,,,,,
movement_restrictions,movement_restrictions,armed_groups,Presence of armed actors,Joogida dad hubeysan,,,,,
movement_restrictions,movement_restrictions,other,Other,Wax kale,,,,,
hh_insecurity_cause,insecurity_cause,local_militias,Local militias,Malayshida deegaanka ah,,,,,
hh_insecurity_cause,insecurity_cause,family_members,Family members,Dad qoyska ah,,,,,
hh_insecurity_cause,insecurity_cause,amisom,AMISOM,AMISOM,,,,,
hh_insecurity_cause,insecurity_cause,armed_groups,Armed groups,Kooxo hubeysan,,,,,
hh_insecurity_cause,insecurity_cause,criminals,Criminals,Dambi,,,,,
hh_insecurity_cause,insecurity_cause,snf,Somali National Forces,Ciidamada xooga dalka,,,,,
hh_insecurity_cause,insecurity_cause,community_leaders,Community leaders,Gudoomiye Bulsheed,,,,,
hh_insecurity_cause,insecurity_cause,police,Police,Boolis,,,,,
hh_insecurity_cause,insecurity_cause,gatekeepers,Presence of gatekeepers,Joogitaanka hoorjoogeyaal,,,,,
hh_insecurity_cause,insecurity_cause,none,None of the above,Midnaba,,,,,
hh_insecurity_cause,insecurity_cause,other,Other,Wax kale,,,,,
not_safe_men_boys,y_n_dk,yes,Yes,Haa,,,,,
not_safe_men_boys,y_n_dk,no,No,Maya,,,,,
not_safe_men_boys,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
not_safe_men_boys_where,unsafe_areas,shelters,In shelters,Gudaha aqalka,,,,,
not_safe_men_boys_where,unsafe_areas,camp_areas,When leaving the settlement/town,Marka ka tagaayo kaamka/deegaanka/tuulada/magaalka,,,,,
not_safe_men_boys_where,unsafe_areas,waterpoint,Water point,Goobta biyaha,,,,,
not_safe_men_boys_where,unsafe_areas,latrines,Latrines,Musqulaha,,,,,
not_safe_men_boys_where,unsafe_areas,bathing_areas,Bathing areas,Goobaha quweyska,,,,,
not_safe_men_boys_where,unsafe_areas,market,Market,Suuqa,,,,,
not_safe_men_boys_where,unsafe_areas,school,School,Iskuulka,,,,,
not_safe_men_boys_where,unsafe_areas,health_centre,Health centre,Goobta caafimaadka,,,,,
not_safe_men_boys_where,unsafe_areas,feeding_distribution_point,Feeding centre/ distribution point,Xarunta quudinta/goobta nafaqo qeybinta,,,,,
not_safe_men_boys_where,unsafe_areas,no_answer,Chose not to answer,Aan ka jawaabi rabin,,,,,
not_safe_men_boys_where,unsafe_areas,other,Other,Wax kale,,,,,
not_safe_women_girls,y_n_dk,yes,Yes,Haa,,,,,
not_safe_women_girls,y_n_dk,no,No,Maya,,,,,
not_safe_women_girls,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
not_safe_women_girls_where,unsafe_areas,shelters,In shelters,Gudaha aqalka,,,,,
not_safe_women_girls_where,unsafe_areas,camp_areas,When leaving the settlement/town,Marka ka tagaayo kaamka/deegaanka/tuulada/magaalka,,,,,
not_safe_women_girls_where,unsafe_areas,waterpoint,Water point,Goobta biyaha,,,,,
not_safe_women_girls_where,unsafe_areas,latrines,Latrines,Musqulaha,,,,,
not_safe_women_girls_where,unsafe_areas,bathing_areas,Bathing areas,Goobaha quweyska,,,,,
not_safe_women_girls_where,unsafe_areas,market,Market,Suuqa,,,,,
not_safe_women_girls_where,unsafe_areas,school,School,Iskuulka,,,,,
not_safe_women_girls_where,unsafe_areas,health_centre,Health centre,Goobta caafimaadka,,,,,
not_safe_women_girls_where,unsafe_areas,feeding_distribution_point,Feeding centre/ distribution point,Xarunta quudinta/goobta nafaqo qeybinta,,,,,
not_safe_women_girls_where,unsafe_areas,no_answer,Chose not to answer,Aan ka jawaabi rabin,,,,,
not_safe_women_girls_where,unsafe_areas,other,Other,Wax kale,,,,,
gbv_services,gbv_services,community_leader,Community leader,Gudoomiye Bulsheed,,,,,
gbv_services,gbv_services,health_centre,Health centre,Xarun caafimaad,,,,,
gbv_services,gbv_services,un_agency,UN or NGO agency,Hey'ad UN ama NGO,,,,,
gbv_services,gbv_services,police,Police,Boolis,,,,,
gbv_services,gbv_services,dontknow,I don’t know/ I don’t want to answer,Ma garanayo / ma doonayo inaan ka jawaabo,,,,,
gbv_services,gbv_services,other,Other,Wax Kale,,,,,
relations_host,host_relations,very_good,Very good,Aad u fiican,,,,,
relations_host,host_relations,good,Good,Fiican,,,,,
relations_host,host_relations,fair,Fair,Dhexdhexaad,,,,,
relations_host,host_relations,bad,Bad,Xun,,,,,
relations_host,host_relations,very_bad,Very bad,Aad u xun,,,,,
relations_host,host_relations,dnk,Do not know,Ma garanayo,,,,,
relations_host,host_relations,no_answer,Do not wish to answer,Aanan rabin inuu ka jawaabo,,,,,
bad_relations_reason,reason_tensions,competition_work,Competition for work,Tartan shaqo,,,,,
bad_relations_reason,reason_tensions,crime,Crime,Dambi,,,,,
bad_relations_reason,reason_tensions,clan_conflict,Clan conflict,Isku dhacyo qabiil,,,,,
bad_relations_reason,reason_tensions,burden_services,Burden on local services/ infrastructure,Adeegyada gudaha oo ceriiri ah,,,,,
bad_relations_reason,reason_tensions,presence_ags,Presence of armed groups,Joogitaanka ciidamo hubeysan,,,,,
bad_relations_reason,reason_tensions,dnk,Do not know,Ma garanayo,,,,,
bad_relations_reason,reason_tensions,no_answer,Do not wish to answer,Aanan rabin inuu ka jawaabo,,,,,
bad_relations_reason,reason_tensions,other,Other,Wax Kale,,,,,
legal_system,legal_response,police,Police,Boolis,,,,,
legal_system,legal_response,elder,Community leader or elder,Oday bulsheed/dhaqameed,,,,,
legal_system,legal_response,trad_court,Traditional court/customary law ,Maxkamad dhaqameed/ Sharciga caadiga ah,,,,,
legal_system,legal_response,other_comm_org,Other community organisation,Hey'd bulsho oo kale,,,,,
legal_system,legal_response,armed_group,Armed group,Kooxo hubeysan,,,,,
legal_system,legal_response,no_reporting,Would not report it,Ma wargelin laheyn,,,,,
legal_system,legal_response,none,None,Midna,,,,,
legal_system,legal_response,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
legal_system,legal_response,other,Other,Wax Kale,,,,,
decision_making,decision_making,camp_committee,Camp committee (if in an IDP camp),Guriga kaamka (Haddii ay kaam dhex joogtid),,,,,
decision_making,decision_making,comm_leader,Community leader or elder,Oday bulsheed/dhaqameed,,,,,
decision_making,decision_making,gatekeeper,Gatekeeper/land owner,Horjooge/Milkiilaha dhulka,,,,,
decision_making,decision_making,cso,Civil Society Organisations ,Hey'adda bulshada,,,,,
decision_making,decision_making,demonstrations,I participate in demonstrations/political movements ,Waxaan ka qeyb qaataa banaan baxyada iyo dhaqdhaqaaqyadda siyaasadda,,,,,
decision_making,decision_making,none,None,Midna,,,,,
decision_making,decision_making,dontknow,I don't know or don’t want to answer,Ma garanayo ama ma doonayo inaan ka jawaabo,,,,,
decision_making,decision_making,other,Other,Wax Kale,,,,,
own_land,y_n_dk,yes,Yes,Haa,,,,,
own_land,y_n_dk,no,No,Maya,,,,,
own_land,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
land_docs,y_n_dk,yes,Yes,Haa,,,,,
land_docs,y_n_dk,no,No,Maya,,,,,
land_docs,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
eviction_risk,y_n_dk,yes,Yes,Haa,,,,,
eviction_risk,y_n_dk,no,No,Maya,,,,,
eviction_risk,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
rent_paid_money_inkind,y_n_dk,yes,Yes,Haa,,,,,
rent_paid_money_inkind,y_n_dk,no,No,Maya,,,,,
rent_paid_money_inkind,y_n_dk,dontknow,Don't know,Ma garanayo ,,,,,
payment_type,rent_type,cash,Cash,Lacag cadaan ah,,,,,
payment_type,rent_type,aid,Aid items,Mucaawinada,,,,,
payment_type,rent_type,assistance_relatives_friends,Assistance from relatives/ friends,Taakuleyn qaraabada/asxaabta ah,,,,,
payment_type,rent_type,other,Other,Wax Kale,,,,,
rent_pay_change,increase_decrease,increase,Increase,Sare u kicid,,,,,
rent_pay_change,increase_decrease,decrease,Decrease,Hoos u dhicid,,,,,
