"","names.questionnaire.choices_per_variable..x.","list_name","name","label..english","label..somali","country","area","district","region","choice"
"161","returnee_settlement","return_settlement","other","Other","Wax kale","","dollo_ado","","",""
"162","returnee_settlement","return_settlement","kebribeyah","Kebribeyah","Kebribeyah","","jijiga","","",""
"163","returnee_settlement","return_settlement","aw_barre","Aw-Barre","Aw-Barre","","jijiga","","",""
"164","returnee_settlement","return_settlement","sheder","Sheder","Sheder","","jijiga","","",""
"165","returnee_settlement","return_settlement","other","Other","Wax kale","","jijiga","","",""
"166","returnee_settlement","return_settlement","hagadera","Hagadera","Hagadera","","dadaab","","",""
"167","returnee_settlement","return_settlement","dagahaley","Dagahaley","Dagahaley","","dadaab","","",""
"168","returnee_settlement","return_settlement","ifo","Ifo","Ifo","","dadaab","","",""
"169","returnee_settlement","return_settlement","ifo_2","Ifo 2","Ifo 2","","dadaab","","",""
"170","returnee_settlement","return_settlement","kambioos","Kambioos","Kambioos","","dadaab","","",""
"171","returnee_settlement","return_settlement","other","Other","Wax kale","","dadaab","","",""
"1099","registered_return","yes_no","yes","Yes","Haa","","","","",""
"1109","registered_return","yes_no","no","No","Maya","","","","",""
"10910","refugee","yes_no","yes","Yes","Haa","","","","",""
"11010","refugee","yes_no","no","No","Maya","","","","",""
"172","left_aoo","date1","last_week","In the last week","Isbuucii lasoo dhaafay","","","","",""
"173","left_aoo","date1","last_month","In the last month","Bishii lasoo dhaafay","","","","",""
"174","left_aoo","date1","last_three_months","In the last three months","Saddexdii bil ee lasoo dhaafay","","","","",""
"175","left_aoo","date1","last_six_months","In the last six months","Lixdii bil ee lasoo dhaafay","","","","",""
"176","left_aoo","date1","six_months_plus","More than six months ago","In ka badan 6 bil","","","","",""
"215","left_aoo","date2","next_week","In the next week","Isbuuca xiga","","","","",""
"216","left_aoo","date2","next_month","In the next month","Bisha xigta","","","","",""
"217","left_aoo","date2","next_three_months","In the next three months","Inta lagu guda jiro saddex bil ee socota","","","","",""
"218","left_aoo","date2","next_six_months","In the next six months","Inta lagu guda jiro lixda bil ee socota","","","","",""
"219","left_aoo","date2","more_six_months","More than six months from now","In ka badan, laga bilaabo hadda","","","","",""
"1721","arrived_current","date1","last_week","In the last week","Isbuucii lasoo dhaafay","","","","",""
"1731","arrived_current","date1","last_month","In the last month","Bishii lasoo dhaafay","","","","",""
"1741","arrived_current","date1","last_three_months","In the last three months","Saddexdii bil ee lasoo dhaafay","","","","",""
"1751","arrived_current","date1","last_six_months","In the last six months","Lixdii bil ee lasoo dhaafay","","","","",""
"1761","arrived_current","date1","six_months_plus","More than six months ago","In ka badan 6 bil","","","","",""
"2151","arrived_current","date2","next_week","In the next week","Isbuuca xiga","","","","",""
"2161","arrived_current","date2","next_month","In the next month","Bisha xigta","","","","",""
"2171","arrived_current","date2","next_three_months","In the next three months","Inta lagu guda jiro saddex bil ee socota","","","","",""
"2181","arrived_current","date2","next_six_months","In the next six months","Inta lagu guda jiro lixda bil ee socota","","","","",""
"2191","arrived_current","date2","more_six_months","More than six months from now","In ka badan, laga bilaabo hadda","","","","",""
"177","disp_why1","reason1","conflict_community","Actual conflict in community","Dagaalo ka jira deegaanka magangalyada","","","","",""
"178","disp_why1","reason1","conflict_surrounding","Conflict in surrounding area, but not in my community","Dagaalo ka jira daafaha deegaanka, laakiin aan gudaha ahayn ","","","","",""
"179","disp_why1","reason1","conflict_fear","Fear of conflict in community","Cabsi laga qabo dagaalo inay dhacaan","","","","",""
"180","disp_why1","reason1","arrival_ags","Arrival of armed groups","Imaanshaha kooxo hubeysan","","","","",""
"181","disp_why1","reason1","withdrawal_ags","Withdrawal of armed groups/ security forces","Ka baxida ciidamada hubeysan/xoogaga amniga","","","","",""
"182","disp_why1","reason1","threats","Personal threats","Handadaad shakhsiyeed ","","","","",""
"183","disp_why1","reason1","flooding","Flooding","Daad/Fatahaad","","","","",""
"184","disp_why1","reason1","lack_job","Lack of livelihood opportunities/job","Fursado nolol-maalmeed oo aan jirin","","","","",""
"185","disp_why1","reason1","lack_health","Lack of health services","Adeeg caafimaad la'aan","","","","",""
"186","disp_why1","reason1","lack_edu","Lack of education services","Waxbarasho la'aan","","","","",""
"187","disp_why1","reason1","drought","Drought","Abaar","","","","",""
"188","disp_why1","reason1","lack_water","Lack of water (not drought related)","Biyo la'aan (aan quseyn abaarta)","","","","",""
"189","disp_why1","reason1","lack_food","Lack of food (not drought related)","Cunto la'aan (aan quseyn abaarta)","","","","",""
"190","disp_why1","reason1","livestock_disease","Livestock disease outbreak/livestock death","Xoolaha oo oo cudur ku dhacay","","","","",""
"191","disp_why1","reason1","pressure_authorities","Pressure from authorities","Cadaadis maamulka ah","","","","",""
"192","disp_why1","reason1","pressure_hc","Pressure from host communities","Cadaadis dadka deegaanka ah ","","","","",""
"193","disp_why1","reason1","eviction","Eviction","Dhul/Guri ka saarid","","","","",""
"194","disp_why1","reason1","none","None","Midnaba","","","","",""
"195","disp_why1","reason1","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"1771","disp_why2","reason1","conflict_community","Actual conflict in community","Dagaalo ka jira deegaanka magangalyada","","","","",""
"1781","disp_why2","reason1","conflict_surrounding","Conflict in surrounding area, but not in my community","Dagaalo ka jira daafaha deegaanka, laakiin aan gudaha ahayn ","","","","",""
"1791","disp_why2","reason1","conflict_fear","Fear of conflict in community","Cabsi laga qabo dagaalo inay dhacaan","","","","",""
"1801","disp_why2","reason1","arrival_ags","Arrival of armed groups","Imaanshaha kooxo hubeysan","","","","",""
"1811","disp_why2","reason1","withdrawal_ags","Withdrawal of armed groups/ security forces","Ka baxida ciidamada hubeysan/xoogaga amniga","","","","",""
"1821","disp_why2","reason1","threats","Personal threats","Handadaad shakhsiyeed ","","","","",""
"1831","disp_why2","reason1","flooding","Flooding","Daad/Fatahaad","","","","",""
"1841","disp_why2","reason1","lack_job","Lack of livelihood opportunities/job","Fursado nolol-maalmeed oo aan jirin","","","","",""
"1851","disp_why2","reason1","lack_health","Lack of health services","Adeeg caafimaad la'aan","","","","",""
"1861","disp_why2","reason1","lack_edu","Lack of education services","Waxbarasho la'aan","","","","",""
"1871","disp_why2","reason1","drought","Drought","Abaar","","","","",""
"1881","disp_why2","reason1","lack_water","Lack of water (not drought related)","Biyo la'aan (aan quseyn abaarta)","","","","",""
"1891","disp_why2","reason1","lack_food","Lack of food (not drought related)","Cunto la'aan (aan quseyn abaarta)","","","","",""
"1901","disp_why2","reason1","livestock_disease","Livestock disease outbreak/livestock death","Xoolaha oo oo cudur ku dhacay","","","","",""
"1911","disp_why2","reason1","pressure_authorities","Pressure from authorities","Cadaadis maamulka ah","","","","",""
"1921","disp_why2","reason1","pressure_hc","Pressure from host communities","Cadaadis dadka deegaanka ah ","","","","",""
"1931","disp_why2","reason1","eviction","Eviction","Dhul/Guri ka saarid","","","","",""
"1941","disp_why2","reason1","none","None","Midnaba","","","","",""
"1951","disp_why2","reason1","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"196","dest_loc_why1","reason2","no_conflict","No conflict","Aan dagaalo jirin","","","","",""
"197","dest_loc_why1","reason2","work_income","Availability of work/ income opportunities","Helida shaqo iyo fursad dhaqaale sameyn","","","","",""
"198","dest_loc_why1","reason2","health_ser","Presence of health services","Jiritaanka/helitaanka adeeg caafimaad","","","","",""
"199","dest_loc_why1","reason2","educ_ser","Presence of education services","Jiritaanka/helitaanka adeeg waxbarasho","","","","",""
"200","dest_loc_why1","reason2","food_dist","Presence of food distribution/food aid","Helitaanka kaalmo raashiin","","","","",""
"201","dest_loc_why1","reason2","local_food","Availability of local food (market/cultivation)","Helitaanka raashiinka dalka (Suuqa ama beerasho)","","","","",""
"202","dest_loc_why1","reason2","shelter","Presence of shelter","Helitaanka aqal/hooy/guri","","","","",""
"203","dest_loc_why1","reason2","water","Presence of water","Helitaanka biyo","","","","",""
"204","dest_loc_why1","reason2","cash","Presence of cash distribution","Helitaanka lacag qeybinta","","","","",""
"205","dest_loc_why1","reason2","protection","Presence of physical protection actors","Jiritaanka difaac/ilaalo","","","","",""
"206","dest_loc_why1","reason2","family","To join family/community","In aan ku biiro qoyskeyga","","","","",""
"207","dest_loc_why1","reason2","none","None","Midnaba","","","","",""
"208","dest_loc_why1","reason2","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"1961","dest_loc_why2","reason2","no_conflict","No conflict","Aan dagaalo jirin","","","","",""
"1971","dest_loc_why2","reason2","work_income","Availability of work/ income opportunities","Helida shaqo iyo fursad dhaqaale sameyn","","","","",""
"1981","dest_loc_why2","reason2","health_ser","Presence of health services","Jiritaanka/helitaanka adeeg caafimaad","","","","",""
"1991","dest_loc_why2","reason2","educ_ser","Presence of education services","Jiritaanka/helitaanka adeeg waxbarasho","","","","",""
"2001","dest_loc_why2","reason2","food_dist","Presence of food distribution/food aid","Helitaanka kaalmo raashiin","","","","",""
"2011","dest_loc_why2","reason2","local_food","Availability of local food (market/cultivation)","Helitaanka raashiinka dalka (Suuqa ama beerasho)","","","","",""
"2021","dest_loc_why2","reason2","shelter","Presence of shelter","Helitaanka aqal/hooy/guri","","","","",""
"2031","dest_loc_why2","reason2","water","Presence of water","Helitaanka biyo","","","","",""
"2041","dest_loc_why2","reason2","cash","Presence of cash distribution","Helitaanka lacag qeybinta","","","","",""
"2051","dest_loc_why2","reason2","protection","Presence of physical protection actors","Jiritaanka difaac/ilaalo","","","","",""
"2061","dest_loc_why2","reason2","family","To join family/community","In aan ku biiro qoyskeyga","","","","",""
"2071","dest_loc_why2","reason2","none","None","Midnaba","","","","",""
"2081","dest_loc_why2","reason2","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"209","returnee_remain_here","returnee_remain","yes","Yes, will settle here","Haa, meeshaan ayaan degi doonaa","","","","",""
"210","returnee_remain_here","returnee_remain","elsewhere_city","Will move elsewhere in this city","Meel kale oo magaalada ka mid ah ayaan u guuri doonaa","","","","",""
"211","returnee_remain_here","returnee_remain","elsewhere_somalia","Will move elsewhere in Somalia","Meel kale oo wadanka dhaxdiisa ah ayaan aadi doonaa","","","","",""
"212","returnee_remain_here","returnee_remain","return_refugee","Will return to the previous country of refuge","Waxaan u noqon doonaa wadanka magan galyada isiiye","","","","",""
"213","returnee_remain_here","returnee_remain","elsewhere_country","Will move to another country","Wadan kale ayaan u guuri doonaa","","","","",""
"214","returnee_remain_here","returnee_remain","dontknow","I don't know if I want to move","Ma aqaano haddii aan sii socon lahaa/guuri lahaa","","","","",""
"2152","when_continue","date2","next_week","In the next week","Isbuuca xiga","","","","",""
"2162","when_continue","date2","next_month","In the next month","Bisha xigta","","","","",""
"2172","when_continue","date2","next_three_months","In the next three months","Inta lagu guda jiro saddex bil ee socota","","","","",""
"2182","when_continue","date2","next_six_months","In the next six months","Inta lagu guda jiro lixda bil ee socota","","","","",""
"2192","when_continue","date2","more_six_months","More than six months from now","In ka badan, laga bilaabo hadda","","","","",""
"136","region_intended","region","lower_juba","Lower Juba","Jubadda Hoose","","","","",""
"252","region_intended","region","awdal","Awdal","Awdal","","","","",""
"357","region_intended","region","bakool","Bakool","Bakool","","","","",""
"412","region_intended","region","banadir","Banadir","Banadir","","","","",""
"527","region_intended","region","bari","Bari","Bari","","","","",""
"683","region_intended","region","bay","Bay","Bay","","","","",""
"759","region_intended","region","galgaduud","Galgaduud","Galgaduud","","","","",""
"849","region_intended","region","gedo","Gedo","Gedo","","","","",""
"939","region_intended","region","hiraan","Hiraan","Hiraan","","","","",""
"1012","region_intended","region","lower_shabelle","Lower Shabelle","Shabellada Hoose","","","","",""
"1111","region_intended","region","middle_juba","Middle Juba","Jubadda Dhexe","","","","",""
"1211","region_intended","region","middle_shabelle","Middle Shabelle","Shabellada Dhexe","","","","",""
"137","region_intended","region","mudug","Mudug","Mudug","","","","",""
"1411","region_intended","region","nugaal","Nugaal","Nugaal","","","","",""
"1511","region_intended","region","sanaag","Sanaag","Sanaag","","","","",""
"1611","region_intended","region","sool","Sool","Sool","","","","",""
"1711","region_intended","region","togdheer","Togdheer","Togdheer","","","","",""
"1812","region_intended","region","woqooyi_galbeed","Woqooyi Galbeed","Woqooyi Galbeed","","","","",""
"1912","district_intended","district","kismayo","Kismayo","Kismayo","","","","lower_juba",""
"2012","district_intended","district","baki","Baki","Baki","","","","awdal",""
"2111","district_intended","district","borama","Borama","Borama","","","","awdal",""
"2211","district_intended","district","lughaye","Lughaye","Lughaye","","","","awdal",""
"2311","district_intended","district","zeylac","Zeylac","Zeylac","","","","awdal",""
"2411","district_intended","district","ceel_barde","Ceel Barde","Ceel Barde","","","","bakool",""
"2510","district_intended","district","rab_dhuure","Rab Dhuure","Rab Dhuure","","","","bakool",""
"2611","district_intended","district","tayeeglow","Tayeeglow","Tayeeglow","","","","bakool",""
"274","district_intended","district","waajid","Waajid","Waajid","","","","bakool",""
"286","district_intended","district","xudur","Xudur","Xudur","","","","bakool",""
"292","district_intended","district","mogadishu","Mogadishu","Mogadishu","","","","banadir",""
"302","district_intended","district","mogadishu_boondheere","Mogadishu-Boondheere","Mogadishu-Boondheere","","","","banadir",""
"3111","district_intended","district","mogadishu_cabdulcasiis","Mogadishu-Cabdulcasiis","Mogadishu-Cabdulcasiis","","","","banadir",""
"3211","district_intended","district","mogadishu_daynile","Mogadishu-Daynile","Mogadishu-Daynile","","","","banadir",""
"3311","district_intended","district","mogadishu_dharkenley","Mogadishu-Dharkenley","Mogadishu-Dharkenley","","","","banadir",""
"3411","district_intended","district","mogadishu_hawl_wadaag","Mogadishu-Hawl Wadaag","Mogadishu-Hawl Wadaag","","","","banadir",""
"358","district_intended","district","mogadishu_heliwa","Mogadishu-Heliwa","Mogadishu-Heliwa","","","","banadir",""
"362","district_intended","district","mogadishu_hodan","Mogadishu-Hodan","Mogadishu-Hodan","","","","banadir",""
"3711","district_intended","district","mogadishu_karaan","Mogadishu-Karaan","Mogadishu-Karaan","","","","banadir",""
"384","district_intended","district","mogadishu_shangaani","Mogadishu-Shangaani","Mogadishu-Shangaani","","","","banadir",""
"3911","district_intended","district","mogadishu_shibis","Mogadishu-Shibis","Mogadishu-Shibis","","","","banadir",""
"403","district_intended","district","mogadishu_waaberi","Mogadishu-Waaberi","Mogadishu-Waaberi","","","","banadir",""
"413","district_intended","district","mogadishu_wadajir","Mogadishu-Wadajir","Mogadishu-Wadajir","","","","banadir",""
"4211","district_intended","district","mogadishu_wardhiigleey","Mogadishu-Wardhiigleey","Mogadishu-Wardhiigleey","","","","banadir",""
"438","district_intended","district","mogadishu_xamar_jabjab","Mogadishu-Xamar Jabjab","Mogadishu-Xamar Jabjab","","","","banadir",""
"442","district_intended","district","mogadishu_xamar_weyne","Mogadishu-Xamar Weyne","Mogadishu-Xamar Weyne","","","","banadir",""
"452","district_intended","district","mogadishu_yaaqshiid","Mogadishu-Yaaqshiid","Mogadishu-Yaaqshiid","","","","banadir",""
"4610","district_intended","district","bandarbayla","Bandarbayla","Bandarbayla","","","","bari",""
"479","district_intended","district","bossaso","Bossaso","Bossaso","","","","bari",""
"482","district_intended","district","caluula","Caluula","Caluula","","","","bari",""
"492","district_intended","district","iskushuban","Iskushuban","Iskushuban","","","","bari",""
"502","district_intended","district","qandala","Qandala","Qandala","","","","bari",""
"5111","district_intended","district","qardho","Qardho","Qardho","","","","bari",""
"528","district_intended","district","baidoa","Baidoa","Baidoa","","","","bay",""
"532","district_intended","district","buur_hakaba","Buur Hakaba","Buur Hakaba","","","","bay",""
"542","district_intended","district","diinsoor","Diinsoor","Diinsoor","","","","bay",""
"552","district_intended","district","qansax_dheere","Qansax Dheere","Qansax Dheere","","","","bay",""
"5611","district_intended","district","cabudwaaq","Cabudwaaq","Cabudwaaq","","","","galgaduud",""
"576","district_intended","district","cadaado","Cadaado","Cadaado","","","","galgaduud",""
"582","district_intended","district","ceel_buur","Ceel Buur","Ceel Buur","","","","galgaduud",""
"5911","district_intended","district","ceel_dheer","Ceel Dheer","Ceel Dheer","","","","galgaduud",""
"6011","district_intended","district","dhuusamarreeb","Dhuusamarreeb","Dhuusamarreeb","","","","galgaduud",""
"6111","district_intended","district","baardheere","Baardheere","Baardheere","","","","gedo",""
"6211","district_intended","district","belet_xaawo","Belet Xaawo","Belet Xaawo","","","","gedo",""
"6311","district_intended","district","ceel_waaq","Ceel Waaq","Ceel Waaq","","","","gedo",""
"6411","district_intended","district","doolow","Doolow","Doolow","","","","gedo",""
"6511","district_intended","district","garbahaarey","Garbahaarey","Garbahaarey","","","","gedo",""
"6611","district_intended","district","luuq","Luuq","Luuq","","","","gedo",""
"6711","district_intended","district","belet_weyne","Belet Weyne","Belet Weyne","","","","hiraan",""
"684","district_intended","district","bulo_burto","Bulo Burto","Bulo Burto","","","","hiraan",""
"6911","district_intended","district","jalalaqsi","Jalalaqsi","Jalalaqsi","","","","hiraan",""
"7011","district_intended","district","afmadow","Afmadow","Afmadow","","","","lower_juba",""
"7111","district_intended","district","badhaadhe","Badhaadhe","Badhaadhe","","","","lower_juba",""
"7211","district_intended","district","jamaame","Jamaame","Jamaame","","","","lower_juba",""
"7311","district_intended","district","afgooye","Afgooye","Afgooye","","","","lower_shabelle",""
"7411","district_intended","district","baraawe","Baraawe","Baraawe","","","","lower_shabelle",""
"7510","district_intended","district","kurtunwaarey","Kurtunwaarey","Kurtunwaarey","","","","lower_shabelle",""
"7610","district_intended","district","marka","Marka","Marka","","","","lower_shabelle",""
"7711","district_intended","district","qoryooley","Qoryooley","Qoryooley","","","","lower_shabelle",""
"7811","district_intended","district","sablaale","Sablaale","Sablaale","","","","lower_shabelle",""
"7911","district_intended","district","wanla_weyn","Wanla Weyn","Wanla Weyn","","","","lower_shabelle",""
"8011","district_intended","district","buaale","Buaale","Buaale","","","","middle_juba",""
"8111","district_intended","district","jilib","Jilib","Jilib","","","","middle_juba",""
"8211","district_intended","district","sakow","Sakow","Sakow","","","","middle_juba",""
"8311","district_intended","district","aden_yabaal","Aden Yabaal","Aden Yabaal","","","","middle_shabelle",""
"8410","district_intended","district","balcad","Balcad","Balcad","","","","middle_shabelle",""
"8511","district_intended","district","cadale","Cadale","Cadale","","","","middle_shabelle",""
"8611","district_intended","district","jowhar","Jowhar","Jowhar","","","","middle_shabelle",""
"8711","district_intended","district","gaalkacyo","Gaalkacyo","Gaalkacyo","","","","mudug",""
"8811","district_intended","district","galdogob","Galdogob","Galdogob","","","","mudug",""
"8911","district_intended","district","hobyo","Hobyo","Hobyo","","","","mudug",""
"9011","district_intended","district","jariiban","Jariiban","Jariiban","","","","mudug",""
"9111","district_intended","district","xarardheere","Xarardheere","Xarardheere","","","","mudug",""
"9211","district_intended","district","burtinle","Burtinle","Burtinle","","","","nugaal",""
"9310","district_intended","district","eyl","Eyl","Eyl","","","","nugaal",""
"942","district_intended","district","garowe","Garowe","Garowe","","","","nugaal",""
"952","district_intended","district","ceel_afweyn","Ceel Afweyn","Ceel Afweyn","","","","sanaag",""
"962","district_intended","district","ceerigaabo","Ceerigaabo","Ceerigaabo","","","","sanaag",""
"972","district_intended","district","laasqoray","Laasqoray","Laasqoray","","","","sanaag",""
"982","district_intended","district","caynabo","Caynabo","Caynabo","","","","sool",""
"992","district_intended","district","laas_caanood","Laas Caanood","Laas Caanood","","","","sool",""
"1002","district_intended","district","taleex","Taleex","Taleex","","","","sool",""
"1013","district_intended","district","xudun","Xudun","Xudun","","","","sool",""
"1022","district_intended","district","burco","Burco","Burco","","","","togdheer",""
"1032","district_intended","district","buuhoodle","Buuhoodle","Buuhoodle","","","","togdheer",""
"1042","district_intended","district","owdweyne","Owdweyne","Owdweyne","","","","togdheer",""
"1052","district_intended","district","sheikh","Sheikh","Sheikh","","","","togdheer",""
"1062","district_intended","district","berbera","Berbera","Berbera","","","","woqooyi_galbeed",""
"1072","district_intended","district","gebiley","Gebiley","Gebiley","","","","woqooyi_galbeed",""
"1082","district_intended","district","hargeysa","Hargeysa","Hargeysa","","","","woqooyi_galbeed",""
"111","beh_change","y_n_dk","yes","Yes","Haa","","","","",""
"112","beh_change","y_n_dk","no","No","Maya","","","","",""
"113","beh_change","y_n_dk","dontknow","Don't know","Ma garanayo ","","","","",""
"801","girls_beh_change","behavior_change","none","No change","Isbedel ma jiro","","","","",""
"802","girls_beh_change","behavior_change","crying","Unusual crying and screaming","Oohin iyo qeylo aan looga baran","","","","",""
"803","girls_beh_change","behavior_change","aggressive","More aggressive behavior","Dabeecad dagaal doon ah","","","","",""
"804","girls_beh_change","behavior_change","violence","Violence against younger children","Qalalaaso ka dhan ah carruurta yaryar","","","","",""
"805","girls_beh_change","behavior_change","disrespectful","Disrespectful behavior in the family","Xushmad daro dhank qoyska ah","","","","",""
"806","girls_beh_change","behavior_change","sadness","Sadness (e.g. not talking, not playing, etc.)","Murugo ( tusaale, ma hadlayo, ma dheelayo, iwm)","","","","",""
"807","girls_beh_change","behavior_change","substance_abuse","Substance abuse","Isticmaalka mukhaadaraadka","","","","",""
"808","girls_beh_change","behavior_change","crimes","Committing crimes","Dembi gelid/ samayn","","","","",""
"809","girls_beh_change","behavior_change","school_unwillingness","Unwillingness to go to school","Aan rabin inuu aado iskuulka","","","","",""
"810","girls_beh_change","behavior_change","not_willing_to_help","Less willingness to help caregivers and siblings","Aan rabin inuu caawiyo dadka daryeelayo","","","","",""
"811","girls_beh_change","behavior_change","having_nightmares","Having nightmares and/or not being able to sleep","Qaraw ama aan awoodin inuu seexdo","","","","",""
"812","girls_beh_change","behavior_change","anti_social","Anti-social (isolating themselves)","Bulsho naceyb/ gooni u socod","","","","",""
"813","girls_beh_change","behavior_change","wanting_to_join_armed_groups","Wanting to join/joining armed forces or groups","rabitaanka ku biirista ciidamada qalabka sida ama kooxo hubeysan","","","","",""
"814","girls_beh_change","behavior_change","other","Other","Wax Kale","","","","",""
"815","girls_beh_change","behavior_change","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"8012","boys_beh_change","behavior_change","none","No change","Isbedel ma jiro","","","","",""
"8021","boys_beh_change","behavior_change","crying","Unusual crying and screaming","Oohin iyo qeylo aan looga baran","","","","",""
"8031","boys_beh_change","behavior_change","aggressive","More aggressive behavior","Dabeecad dagaal doon ah","","","","",""
"8041","boys_beh_change","behavior_change","violence","Violence against younger children","Qalalaaso ka dhan ah carruurta yaryar","","","","",""
"8051","boys_beh_change","behavior_change","disrespectful","Disrespectful behavior in the family","Xushmad daro dhank qoyska ah","","","","",""
"8061","boys_beh_change","behavior_change","sadness","Sadness (e.g. not talking, not playing, etc.)","Murugo ( tusaale, ma hadlayo, ma dheelayo, iwm)","","","","",""
"8071","boys_beh_change","behavior_change","substance_abuse","Substance abuse","Isticmaalka mukhaadaraadka","","","","",""
"8081","boys_beh_change","behavior_change","crimes","Committing crimes","Dembi gelid/ samayn","","","","",""
"8091","boys_beh_change","behavior_change","school_unwillingness","Unwillingness to go to school","Aan rabin inuu aado iskuulka","","","","",""
"8101","boys_beh_change","behavior_change","not_willing_to_help","Less willingness to help caregivers and siblings","Aan rabin inuu caawiyo dadka daryeelayo","","","","",""
"8112","boys_beh_change","behavior_change","having_nightmares","Having nightmares and/or not being able to sleep","Qaraw ama aan awoodin inuu seexdo","","","","",""
"8121","boys_beh_change","behavior_change","anti_social","Anti-social (isolating themselves)","Bulsho naceyb/ gooni u socod","","","","",""
"8131","boys_beh_change","behavior_change","wanting_to_join_armed_groups","Wanting to join/joining armed forces or groups","rabitaanka ku biirista ciidamada qalabka sida ama kooxo hubeysan","","","","",""
"8141","boys_beh_change","behavior_change","other","Other","Wax Kale","","","","",""
"8151","boys_beh_change","behavior_change","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"788","girls_harsh_work_type","harsh_work","machinery","Involves heavy machinery or lifting","Ka qeyb qaata xamaaliga waxyaabaha culeyska badan sida mashiinada","","","","",""
"789","girls_harsh_work_type","harsh_work","heat_exposure","Involves exposure to extreme heat (i.e.furnace, bakery)","Ka shaqeeya shaqo dab kulul lagu shaqeeyo (sida foornada iyo rooti sameynta)","","","","",""
"790","girls_harsh_work_type","harsh_work","overnight","Works at night (between 8pm and 6am)","Shaqeynta xilliga dambe habeenkii (Inta u dhaxeysa 8.00 galabnimo ilaa 6.00 subaxnimo)","","","","",""
"791","girls_harsh_work_type","harsh_work","sharp_objects","Uses sharp objects","Isticmaalaya waxyaabo af leh (sida toori)","","","","",""
"792","girls_harsh_work_type","harsh_work","factory","Factory work/good production","Shaqada warshada (wax soo saarka)","","","","",""
"793","girls_harsh_work_type","harsh_work","vendor","Street vending","Wadadda ka dhex shaqeysto","","","","",""
"794","girls_harsh_work_type","harsh_work","domestic_work","Domestic work (in and outside the home)","Shaqada caadiga ah (gudaha iyo dibadda guriga)","","","","",""
"795","girls_harsh_work_type","harsh_work","armed_groups","Engagement with armed groups","Faraha kula jiro kooxo hubeysan","","","","",""
"796","girls_harsh_work_type","harsh_work","agricultural_work","Agricultural work ","Shaqo beereed","","","","",""
"797","girls_harsh_work_type","harsh_work","family_business","Family business","Ganacsiga qoys","","","","",""
"798","girls_harsh_work_type","harsh_work","none","None","Waxba","","","","",""
"799","girls_harsh_work_type","harsh_work","other","Other","Wax Kale","","","","",""
"800","girls_harsh_work_type","harsh_work","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"7881","boys_harsh_work_type","harsh_work","machinery","Involves heavy machinery or lifting","Ka qeyb qaata xamaaliga waxyaabaha culeyska badan sida mashiinada","","","","",""
"7891","boys_harsh_work_type","harsh_work","heat_exposure","Involves exposure to extreme heat (i.e.furnace, bakery)","Ka shaqeeya shaqo dab kulul lagu shaqeeyo (sida foornada iyo rooti sameynta)","","","","",""
"7901","boys_harsh_work_type","harsh_work","overnight","Works at night (between 8pm and 6am)","Shaqeynta xilliga dambe habeenkii (Inta u dhaxeysa 8.00 galabnimo ilaa 6.00 subaxnimo)","","","","",""
"7912","boys_harsh_work_type","harsh_work","sharp_objects","Uses sharp objects","Isticmaalaya waxyaabo af leh (sida toori)","","","","",""
"7921","boys_harsh_work_type","harsh_work","factory","Factory work/good production","Shaqada warshada (wax soo saarka)","","","","",""
"7931","boys_harsh_work_type","harsh_work","vendor","Street vending","Wadadda ka dhex shaqeysto","","","","",""
"7941","boys_harsh_work_type","harsh_work","domestic_work","Domestic work (in and outside the home)","Shaqada caadiga ah (gudaha iyo dibadda guriga)","","","","",""
"7951","boys_harsh_work_type","harsh_work","armed_groups","Engagement with armed groups","Faraha kula jiro kooxo hubeysan","","","","",""
"7961","boys_harsh_work_type","harsh_work","agricultural_work","Agricultural work ","Shaqo beereed","","","","",""
"7971","boys_harsh_work_type","harsh_work","family_business","Family business","Ganacsiga qoys","","","","",""
"7981","boys_harsh_work_type","harsh_work","none","None","Waxba","","","","",""
"7991","boys_harsh_work_type","harsh_work","other","Other","Wax Kale","","","","",""
"8001","boys_harsh_work_type","harsh_work","dontknow","I don't know or don’t want to answer","Ma garanayo ama ma doonayo inaan ka jawaabo","","","","",""
"10911","separated_members","yes_no","yes","Yes","Haa","","","","",""
"11011","separated_members","yes_no","no","No","Maya","","","","",""
"816","separation_circumstances","separation_circumstances","voluntary","Voluntary","Si ikhtiyaar ah","","","","",""
"817","separation_circumstances","separation_circumstances","accidental","Accidental","Si aan kutalagal ahayn","","","","",""
"818","separation_circumstances","separation_circumstances","forced","Forced","Qasab","","","","",""
"779","sep_accidental","separation_accidental","acc_conflict","Accidental during conflict","Mid aan kam aheyn oo dhacay xiliga dhagaalka","","","","",""
